dataset,seed,rate,modality,bucket,gaps,mean_gap_length,cumulative_write_mean,cumulative_write_median,cumulative_decay_mean,cumulative_decay_median,error_change_mean,error_change_median,write_per_step_mean,write_per_step_median,overlap_mean_mean,overlap_mean_median,overlap_max_mean,overlap_max_median,overlap_sum_mean,overlap_sum_median
IEMOCAPFour,67,0.5,text,8+,1,8,0.7232977524399757,0.7232977524399757,5.0545670092105865e-05,5.0545670092105865e-05,0.7233482941228431,0.7233482941228431,0.09041221905499697,0.09041221905499697,0.2892837621184299,0.2892837621184299,0.7823350429534912,0.7823350429534912,2.314270096947439,2.314270096947439
IEMOCAPFour,67,0.7,audio,1,126,1,0.24438255410715345,0.23708536918275058,0.019505974515119477,0.019505109055899084,0.26388852876730123,0.256485658515885,0.24438255410715345,0.23708536918275058,0.24848586901752573,0.24393928772769868,0.5400506754716238,0.537600189447403,0.24848586901752573,0.24393928772769868
IEMOCAPFour,67,0.7,visual,1,132,1,0.238097340197507,0.23896548384800553,0.019522580815563826,0.019497584900818765,0.25761992130568695,0.25852591063448926,0.238097340197507,0.23896548384800553,0.26361677203958883,0.25835890509188175,0.5621462511745366,0.5572380125522614,0.26361677203958883,0.25835890509188175
IEMOCAPFour,67,0.7,audio,2-3,126,2.365079365079365,0.33548436105983065,0.33871567610185593,0.02355757931668666,0.023671803413890302,0.35904194043743903,0.3609765052460716,0.14523969828822555,0.1445004045769262,0.22985363289930674,0.22917781269643456,0.5990532932300416,0.6058526933193207,0.5416299172821233,0.5349146188236773
IEMOCAPFour,67,0.7,visual,4-7,55,4.745454545454545,0.4736321886451068,0.4703644812107086,0.025398060243407433,0.02589441346935928,0.4990302497954293,0.4936007322394289,0.10206433203121752,0.10111728155364592,0.249747483607784,0.2472012533573434,0.6764443760568445,0.7003573775291443,1.1861064151104075,1.1833512764424086
IEMOCAPFour,67,0.7,visual,2-3,110,2.4363636363636365,0.37209870807551354,0.37102805357426405,0.0235636779287068,0.02359659387730062,0.3956623854955441,0.39478776985924924,0.1573984668558379,0.1488091864157468,0.25380906013539944,0.252265339018777,0.6236261679367585,0.6534857153892517,0.6169722561504882,0.6014992065029219
IEMOCAPFour,67,0.7,text,4-7,41,4.7560975609756095,0.4732164790024754,0.4679359595756978,0.03182079363614321,0.03187504434026778,0.5050372716088044,0.49729416334594134,0.10107858312382761,0.09619597947624113,0.27386586289920056,0.27035438042366877,0.6589067520164862,0.6650026440620422,1.3061667282003682,1.2130522220395505
IEMOCAPFour,67,0.7,text,1,138,1,0.2520363113296259,0.23836832598317415,0.019453356131924775,0.019443335593678057,0.2714896673210403,0.25799679722695146,0.2520363113296259,0.23836832598317415,0.28896749474739225,0.2919619556632824,0.5941448529129443,0.6077820956707001,0.28896749474739225,0.2919619556632824
IEMOCAPFour,67,0.7,text,2-3,116,2.4051724137931036,0.35658130351080686,0.34931141685228795,0.02584352478352857,0.025576351210474968,0.3824248282118537,0.3735690436733421,0.15177985361490223,0.14345950144343078,0.2738810588094545,0.27316725331669056,0.6179710968301214,0.6198897063732147,0.6564396705979216,0.612367878202349
IEMOCAPFour,67,0.7,audio,8+,6,8.833333333333334,0.5886982139588023,0.5145245724124834,0.031143840906831127,0.027373967692255974,0.6198420547868105,0.5640836934981053,0.06950668769199043,0.06427338530193083,0.2423494931206686,0.24196009263631332,0.6680308183034261,0.6797743439674377,2.1475399642561874,1.9602659344673157
