dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
IEMOCAPFour,0.7,audio,693,2.4805194805194803,2.0,5.0
IEMOCAPFour,0.7,text,688,2.258720930232558,2.0,4.0
IEMOCAPFour,0.7,visual,670,2.243283582089552,2.0,4.0
