dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
IEMOCAPFour,0.7,audio,749,56,0.07476635514018691
IEMOCAPFour,0.7,text,726,38,0.05234159779614325
IEMOCAPFour,0.7,visual,709,39,0.05500705218617771
