dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
CMUMOSI,0.1,audio,76,1.118421052631579,1.0,1.5
CMUMOSI,0.1,text,71,1.1126760563380282,1.0,1.0
CMUMOSI,0.1,visual,60,1.1333333333333333,1.0,2.0
