rate,Explicit_a_t_mean,Explicit_a_t_std,No_explicit_a_t_mean,No_explicit_a_t_std,delta,positive_seed_count
0.0,0.8763943809423003,0.0066915432323571685,0.8733075247979859,0.004853054197828141,-0.003086856144314365,3
0.1,0.8536500306453889,0.0035715786440516954,0.8480702740431305,0.007227755482811968,-0.005579756602258401,1
0.2,0.8269300146766665,0.010898802373074919,0.8227131391739562,0.007487818000746746,-0.004216875502710327,1
0.3,0.8143857741263993,0.006513351799745968,0.8112809137539918,0.003564527632772441,-0.0031048603724075363,1
0.4,0.7935007104083668,0.015210677518432672,0.7860473104908878,0.017956588176816175,-0.007453399917478953,1
0.5,0.7730039427225339,0.008248215716026045,0.7652488687363286,0.013042171671977621,-0.007755073986205341,2
0.6,0.7680363411567651,0.005347057798016938,0.7607378983912599,0.009119190626751948,-0.007298442765505175,1
0.7,0.7565419197119723,0.01939684490177307,0.7492041450178802,0.01686619216291606,-0.007337774694092025,0
