dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
CMUMOSI,0.1,audio,64,1.140625,1.0,2.0
CMUMOSI,0.1,text,69,1.1594202898550725,1.0,2.0
CMUMOSI,0.1,visual,60,1.1166666666666667,1.0,1.1000000000000014
