dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
IEMOCAPFour,0.5,audio,530,1.758490566037736,1.0,3.0
IEMOCAPFour,0.5,text,528,1.8390151515151516,1.0,4.0
IEMOCAPFour,0.5,visual,538,1.6691449814126393,1.0,3.0
