dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
CMUMOSI,0.3,audio,188,1.398936170212766,1.0,2.0
CMUMOSI,0.3,text,195,1.353846153846154,1.0,2.0
CMUMOSI,0.3,visual,197,1.3350253807106598,1.0,2.0
