section,rate,mode,modality,metric,n_seeds,mean,sample_std,positive,zero,negative,sign_flip_p_two_sided
task,0.7,global-minus-fixed0.9,,accuracy,5,-0.0006446414182111227,0.003922856227119463,2,1,2,
task,0.7,global-minus-fixed0.9,,macro_f1,5,-0.0003021642941532621,0.004102730250208259,3,0,2,
task,0.7,global-minus-fixed0.9,,weighted_f1,5,-0.0005623041661885653,0.0038816954160449646,2,0,3,
task,0.7,protected,,accuracy,5,0.7800161160354553,0.02097407749366699,,,,
task,0.7,protected,,macro_f1,5,0.7724936440932292,0.020458568002886358,,,,
task,0.7,protected,,weighted_f1,5,0.7803641160112592,0.01959455757829222,,,,
task,0.7,reference,,accuracy,5,0.7769540692989525,0.018210050384677948,,,,
task,0.7,reference,,macro_f1,5,0.7692576422002391,0.01670481414452083,,,,
task,0.7,reference,,weighted_f1,5,0.7775017997827897,0.01681879306755703,,,,
task,all,fixed0.9,,accuracy,5,0.8185979049153909,0.005928642392237244,,,,
task,all,fixed0.9,,macro_f1,5,0.8122854574245356,0.006595314642783082,,,,
task,all,fixed0.9,,weighted_f1,5,0.8186682976436014,0.005197044694269678,,,,
task,all,global,,accuracy,5,0.8171796937953264,0.007255438446016091,,,,
task,all,global,,macro_f1,5,0.8108198189930642,0.0083583668297598,,,,
task,all,global,,weighted_f1,5,0.8172727315311819,0.006538219214427897,,,,
task,all,global-minus-fixed0.9,,accuracy,5,-0.0014182111200644655,0.001965231417439992,1,0,4,0.1875
task,all,global-minus-fixed0.9,,macro_f1,5,-0.0014656384314713521,0.0020064187703852524,1,0,4,0.1875
task,all,global-minus-fixed0.9,,weighted_f1,5,-0.001395566112419524,0.001969811223252614,1,0,4,0.1875
task,all,protected,,accuracy,5,0.8170507655116842,0.006832134683653215,,,,
task,all,protected,,macro_f1,5,0.8108866913862713,0.007686503025624588,,,,
task,all,protected,,weighted_f1,5,0.8170301091772788,0.0061395219259655,,,,
task,all,reference,,accuracy,5,0.8161804995970992,0.0060714904403354865,,,,
task,all,reference,,macro_f1,5,0.8096638791712722,0.006875217162571091,,,,
task,all,reference,,weighted_f1,5,0.8162400495149393,0.005383628798706091,,,,
write_audit,0,fixed0.9,,applied_norm,5,8.297085376094657,0.3813073524292976,,,,
write_audit,0,fixed0.9,,global_norm,5,9.218983986158461,0.4236748465037457,,,,
write_audit,0,fixed0.9,,global_scale,5,1.0,0.0,,,,
write_audit,0,fixed0.9,,norm_mismatch,5,0.0,0.0,,,,
write_audit,0,fixed0.9,,original_norm,5,9.218983986158461,0.4236748465037457,,,,
write_audit,0,fixed0.9,,protected_norm,5,9.218983986158461,0.4236748465037457,,,,
write_audit,0,global,,applied_norm,5,9.539462314391212,0.43638869581315964,,,,
write_audit,0,global,,global_norm,5,9.539462314391212,0.43638869581315964,,,,
write_audit,0,global,,global_scale,5,1.0,0.0,,,,
write_audit,0,global,,norm_mismatch,5,0.0,0.0,,,,
write_audit,0,global,,original_norm,5,9.539462314391212,0.43638869581315964,,,,
write_audit,0,global,,protected_norm,5,9.539462314391212,0.43638869581315964,,,,
write_audit,0,global-minus-fixed0.9,,applied_norm,5,1.2423769382965553,0.05547627983600682,5,0,0,
write_audit,0,global-minus-fixed0.9,,global_norm,5,0.3204783282327515,0.014496780166305321,5,0,0,
write_audit,0,global-minus-fixed0.9,,global_scale,5,0.0,0.0,0,5,0,
write_audit,0,global-minus-fixed0.9,,norm_mismatch,5,0.0,0.0,0,5,0,
write_audit,0,global-minus-fixed0.9,,original_norm,5,0.3204783282327515,0.014496780166305321,5,0,0,
write_audit,0,global-minus-fixed0.9,,protected_norm,5,0.3204783282327515,0.014496780166305321,5,0,0,
write_audit,0,protected,,applied_norm,5,9.539462314391212,0.43638869581315964,,,,
write_audit,0,protected,,global_norm,5,9.539462314391212,0.43638869581315964,,,,
write_audit,0,protected,,global_scale,5,1.0,0.0,,,,
write_audit,0,protected,,norm_mismatch,5,0.0,0.0,,,,
write_audit,0,protected,,original_norm,5,9.539462314391212,0.43638869581315964,,,,
write_audit,0,protected,,protected_norm,5,9.539462314391212,0.43638869581315964,,,,
write_audit,0,reference,,applied_norm,5,9.539462314391212,0.43638869581315964,,,,
write_audit,0,reference,,global_norm,5,9.539462314391212,0.43638869581315964,,,,
write_audit,0,reference,,global_scale,5,1.0,0.0,,,,
write_audit,0,reference,,norm_mismatch,5,0.0,0.0,,,,
write_audit,0,reference,,original_norm,5,9.539462314391212,0.43638869581315964,,,,
write_audit,0,reference,,protected_norm,5,9.539462314391212,0.43638869581315964,,,,
write_audit,0.1,fixed0.9,,applied_norm,5,7.79212510167808,0.3479066411852788,,,,
write_audit,0.1,fixed0.9,,global_norm,5,8.559145024959163,0.38676418756824105,,,,
write_audit,0.1,fixed0.9,,global_scale,5,0.9858696974940016,0.0014705949958861335,,,,
write_audit,0.1,fixed0.9,,norm_mismatch,5,8.105133013990404e-08,8.278233200135277e-09,,,,
write_audit,0.1,fixed0.9,,original_norm,5,8.657916999591768,0.3865629453363942,,,,
write_audit,0.1,fixed0.9,,protected_norm,5,8.559145025613866,0.3867641902230775,,,,
write_audit,0.1,global,,applied_norm,5,8.82629333919546,0.40033642692928945,,,,
write_audit,0.1,global,,global_norm,5,8.826293338895876,0.40033642721068863,,,,
write_audit,0.1,global,,global_scale,5,0.9859135217712494,0.0014632618302054846,,,,
write_audit,0.1,global,,norm_mismatch,5,8.448814308326346e-08,7.59113959174862e-09,,,,
write_audit,0.1,global,,original_norm,5,8.92762190806323,0.39981868172833923,,,,
write_audit,0.1,global,,protected_norm,5,8.826293339751402,0.40033642705205286,,,,
write_audit,0.1,global-minus-fixed0.9,,applied_norm,5,1.0341682375173815,0.055198907006758904,5,0,0,
write_audit,0.1,global-minus-fixed0.9,,global_norm,5,0.2671483139367137,0.015463770748719243,5,0,0,
write_audit,0.1,global-minus-fixed0.9,,global_scale,5,4.3824277247828115e-05,2.0797583218815907e-05,5,0,0,
write_audit,0.1,global-minus-fixed0.9,,norm_mismatch,5,3.4368129433594234e-09,2.643515827869553e-09,5,0,0,
write_audit,0.1,global-minus-fixed0.9,,original_norm,5,0.2697049084714614,0.015199169936212363,5,0,0,
write_audit,0.1,global-minus-fixed0.9,,protected_norm,5,0.2671483141375365,0.015463767149426254,5,0,0,
write_audit,0.1,protected,,applied_norm,5,8.81494583756296,0.40136491416681136,,,,
write_audit,0.1,protected,,global_norm,5,8.814945836986604,0.40136491288230164,,,,
write_audit,0.1,protected,,global_scale,5,0.9860242510206944,0.001444735008833104,,,,
write_audit,0.1,protected,,norm_mismatch,5,8.391779243321692e-08,7.65613083614867e-09,,,,
write_audit,0.1,protected,,original_norm,5,8.914831252587625,0.40107561655646456,,,,
write_audit,0.1,protected,,protected_norm,5,8.814945837605585,0.40136491431520904,,,,
write_audit,0.1,reference,,applied_norm,5,8.955107560852282,0.3983400530931034,,,,
write_audit,0.1,reference,,global_norm,5,8.853169499635456,0.3988459248485736,,,,
write_audit,0.1,reference,,global_scale,5,0.9859085915491621,0.0014674789440759734,,,,
write_audit,0.1,reference,,norm_mismatch,5,8.459801062953558e-08,8.0194428248642e-09,,,,
write_audit,0.1,reference,,original_norm,5,8.955107560852282,0.3983400530931034,,,,
write_audit,0.1,reference,,protected_norm,5,8.85316950128527,0.39884592439634864,,,,
write_audit,0.3,fixed0.9,,applied_norm,5,6.853516273987296,0.3450268206238783,,,,
write_audit,0.3,fixed0.9,,global_norm,5,7.360371700103794,0.3896870494373049,,,,
write_audit,0.3,fixed0.9,,global_scale,5,0.9604280952745441,0.004021340052427773,,,,
write_audit,0.3,fixed0.9,,norm_mismatch,5,1.8496936867066105e-07,8.352670111458461e-09,,,,
write_audit,0.3,fixed0.9,,original_norm,5,7.6150182770809804,0.38336314942123056,,,,
write_audit,0.3,fixed0.9,,protected_norm,5,7.360371696570472,0.38968705137628085,,,,
write_audit,0.3,global,,applied_norm,5,7.540672490000724,0.4042866887751354,,,,
write_audit,0.3,global,,global_norm,5,7.540672490586685,0.4042866894081104,,,,
write_audit,0.3,global,,global_scale,5,0.9604966525879961,0.004023975958811053,,,,
write_audit,0.3,global,,norm_mismatch,5,1.8457267478432604e-07,8.433258706253497e-09,,,,
write_audit,0.3,global,,original_norm,5,7.800051981190896,0.39737662080834985,,,,
write_audit,0.3,global,,protected_norm,5,7.540672490556666,0.4042866861873088,,,,
write_audit,0.3,global-minus-fixed0.9,,applied_norm,5,0.687156216013429,0.06877607499437359,5,0,0,
write_audit,0.3,global-minus-fixed0.9,,global_norm,5,0.1803007904828906,0.01869511679698858,5,0,0,
write_audit,0.3,global-minus-fixed0.9,,global_scale,5,6.855731345201121e-05,3.4796861226394e-05,5,0,0,
write_audit,0.3,global-minus-fixed0.9,,norm_mismatch,5,-3.966938863350096e-10,3.470606151470746e-09,3,0,2,
write_audit,0.3,global-minus-fixed0.9,,original_norm,5,0.18503370410991593,0.0189762505663308,5,0,0,
write_audit,0.3,global-minus-fixed0.9,,protected_norm,5,0.18030079398619386,0.018695113565956014,5,0,0,
write_audit,0.3,protected,,applied_norm,5,7.509659677512019,0.40897571034117824,,,,
write_audit,0.3,protected,,global_norm,5,7.509659676697319,0.4089757075689741,,,,
write_audit,0.3,protected,,global_scale,5,0.9609265043773207,0.004026135820276096,,,,
write_audit,0.3,protected,,norm_mismatch,5,1.8372030074705914e-07,6.718388158187428e-09,,,,
write_audit,0.3,protected,,original_norm,5,7.762314641108252,0.4015794338405656,,,,
write_audit,0.3,protected,,protected_norm,5,7.509659677761323,0.4089757099393711,,,,
write_audit,0.3,reference,,applied_norm,5,7.868746797068947,0.3948678961820503,,,,
write_audit,0.3,reference,,global_norm,5,7.605813554884066,0.40156788910825175,,,,
write_audit,0.3,reference,,global_scale,5,0.9604898421161363,0.0039950735410806525,,,,
write_audit,0.3,reference,,norm_mismatch,5,1.8640395064780446e-07,7.043013984200368e-09,,,,
write_audit,0.3,reference,,original_norm,5,7.868746797068947,0.3948678961820503,,,,
write_audit,0.3,reference,,protected_norm,5,7.605813554998286,0.401567890462498,,,,
write_audit,0.5,fixed0.9,,applied_norm,5,5.905205483064596,0.3302041444412908,,,,
write_audit,0.5,fixed0.9,,global_norm,5,6.1864078813694015,0.3758003293770529,,,,
write_audit,0.5,fixed0.9,,global_scale,5,0.9371026466556319,0.005386452885220614,,,,
write_audit,0.5,fixed0.9,,norm_mismatch,5,2.1856257168157364e-07,1.1724726628886257e-08,,,,
write_audit,0.5,fixed0.9,,original_norm,5,6.561339591791152,0.36689350567322154,,,,
write_audit,0.5,fixed0.9,,protected_norm,5,6.186407880881301,0.3758003301189893,,,,
write_audit,0.5,global,,applied_norm,5,6.291707462744186,0.3926303696772851,,,,
write_audit,0.5,global,,global_norm,5,6.291707463843461,0.39263036930358436,,,,
write_audit,0.5,global,,global_scale,5,0.9371689046400627,0.00538603473582199,,,,
write_audit,0.5,global,,norm_mismatch,5,2.2441271833601159e-07,1.0882455399842026e-08,,,,
write_audit,0.5,global,,original_norm,5,6.670205037064826,0.38390343006643757,,,,
write_audit,0.5,global,,protected_norm,5,6.291707464400754,0.39263037095069586,,,,
write_audit,0.5,global-minus-fixed0.9,,applied_norm,5,0.38650197967958955,0.06893786264066062,5,0,0,
write_audit,0.5,global-minus-fixed0.9,,global_norm,5,0.10529958247405986,0.018498904840561263,5,0,0,
write_audit,0.5,global-minus-fixed0.9,,global_scale,5,6.625798443073982e-05,2.7705892458645698e-05,5,0,0,
write_audit,0.5,global-minus-fixed0.9,,norm_mismatch,5,5.850146654437952e-09,3.386484554120419e-09,5,0,0,
write_audit,0.5,global-minus-fixed0.9,,original_norm,5,0.10886544527367388,0.01915242639565948,5,0,0,
write_audit,0.5,global-minus-fixed0.9,,protected_norm,5,0.10529958351945243,0.01849890771751919,5,0,0,
write_audit,0.5,protected,,applied_norm,5,6.234707947076718,0.40197726540934786,,,,
write_audit,0.5,protected,,global_norm,5,6.234707950066856,0.4019772667146281,,,,
write_audit,0.5,protected,,global_scale,5,0.9377864013693921,0.00540869877277519,,,,
write_audit,0.5,protected,,norm_mismatch,5,2.2225484167924338e-07,1.368948935444932e-08,,,,
write_audit,0.5,protected,,original_norm,5,6.598604602284736,0.3943130518604536,,,,
write_audit,0.5,protected,,protected_norm,5,6.234707948255543,0.40197726421858715,,,,
write_audit,0.5,reference,,applied_norm,5,6.770903815407273,0.3808665472483583,,,,
write_audit,0.5,reference,,global_norm,5,6.383819607698556,0.390022751618885,,,,
write_audit,0.5,reference,,global_scale,5,0.9371486027397089,0.0053517901535016215,,,,
write_audit,0.5,reference,,norm_mismatch,5,2.2885665045353214e-07,9.734242559713192e-09,,,,
write_audit,0.5,reference,,original_norm,5,6.770903815407273,0.3808665472483583,,,,
write_audit,0.5,reference,,protected_norm,5,6.383819606156958,0.39002275097083244,,,,
write_audit,0.7,fixed0.9,,applied_norm,5,5.1539141812530636,0.257344034660539,,,,
write_audit,0.7,fixed0.9,,global_norm,5,5.276670425074395,0.2805947192445565,,,,
write_audit,0.7,fixed0.9,,global_scale,5,0.9199017525643807,0.006148593484077449,,,,
write_audit,0.7,fixed0.9,,norm_mismatch,5,2.2041816249381718e-07,1.3577875002019741e-08,,,,
write_audit,0.7,fixed0.9,,original_norm,5,5.726571462438483,0.28593782655496597,,,,
write_audit,0.7,fixed0.9,,protected_norm,5,5.2766704259135615,0.280594721280632,,,,
write_audit,0.7,global,,applied_norm,5,5.328295079040236,0.28888218255581016,,,,
write_audit,0.7,global,,global_norm,5,5.32829507880129,0.2888821838082791,,,,
write_audit,0.7,global,,global_scale,5,0.9199201891911692,0.006157292978831985,,,,
write_audit,0.7,global,,norm_mismatch,5,2.2634380556324812e-07,1.4082229002373367e-08,,,,
write_audit,0.7,global,,original_norm,5,5.778824969088414,0.29439148994565373,,,,
write_audit,0.7,global,,protected_norm,5,5.328295076390358,0.28888218037559704,,,,
write_audit,0.7,global-minus-fixed0.9,,applied_norm,5,0.17438089778717353,0.05056351137295277,5,0,0,
write_audit,0.7,global-minus-fixed0.9,,global_norm,5,0.05162465372689447,0.010490065568905227,5,0,0,
write_audit,0.7,global-minus-fixed0.9,,global_scale,5,1.8436626788620458e-05,1.413779100160301e-05,4,0,1,
write_audit,0.7,global-minus-fixed0.9,,norm_mismatch,5,5.925643069430956e-09,1.630162778079909e-09,5,0,0,
write_audit,0.7,global-minus-fixed0.9,,original_norm,5,0.052253506649931045,0.011779300962307187,5,0,0,
write_audit,0.7,global-minus-fixed0.9,,protected_norm,5,0.05162465047679614,0.01049006056142467,5,0,0,
write_audit,0.7,protected,,applied_norm,5,5.24354641999476,0.2929678677444813,,,,
write_audit,0.7,protected,,global_norm,5,5.243546419207526,0.292967868325709,,,,
write_audit,0.7,protected,,global_scale,5,0.9202852829768473,0.006169191762215349,,,,
write_audit,0.7,protected,,norm_mismatch,5,2.2067391973268014e-07,1.2079992052430152e-08,,,,
write_audit,0.7,protected,,original_norm,5,5.673895106553779,0.2990997719091546,,,,
write_audit,0.7,protected,,protected_norm,5,5.243546418574587,0.2929678690063268,,,,
write_audit,0.7,reference,,applied_norm,5,5.901260145549271,0.29327916212215693,,,,
write_audit,0.7,reference,,global_norm,5,5.437400725722767,0.2879371131036312,,,,
write_audit,0.7,reference,,global_scale,5,0.9199340638802909,0.006144841212069854,,,,
write_audit,0.7,reference,,norm_mismatch,5,2.285862592177272e-07,1.2037349626875789e-08,,,,
write_audit,0.7,reference,,original_norm,5,5.901260145549271,0.29327916212215693,,,,
write_audit,0.7,reference,,protected_norm,5,5.437400726842079,0.28793711255141297,,,,
write_audit,all,fixed0.9,,applied_norm,5,6.800369283215538,0.33010705315272837,,,,
write_audit,all,fixed0.9,,global_norm,5,7.320315803533044,0.3679163682892054,,,,
write_audit,all,fixed0.9,,global_scale,5,0.9606604383977116,0.003170168952445019,,,,
write_audit,all,fixed0.9,,norm_mismatch,5,1.410002865971912e-07,7.30805162783976e-09,,,,
write_audit,all,fixed0.9,,original_norm,5,7.555966063412169,0.36678562636938583,,,,
write_audit,all,fixed0.9,,protected_norm,5,7.320315803027532,0.36791636986198933,,,,
write_audit,all,global,,applied_norm,5,7.505286137074364,0.38058737594732006,,,,
write_audit,all,global,,global_norm,5,7.505286137303705,0.3805873762511735,,,,
write_audit,all,global,,global_scale,5,0.9606998536380955,0.003167480776382527,,,,
write_audit,all,global,,norm_mismatch,5,1.4396346835336984e-07,7.521774107378547e-09,,,,
write_audit,all,global,,original_norm,5,7.743233241959715,0.3795068786363099,,,,
write_audit,all,global,,protected_norm,5,7.505286137098079,0.38058737525256925,,,,
write_audit,all,global-minus-fixed0.9,,applied_norm,5,0.7049168538588259,0.05552110280565211,5,0,0,
write_audit,all,global-minus-fixed0.9,,global_norm,5,0.18497033377066202,0.014433018372182022,5,0,0,
write_audit,all,global-minus-fixed0.9,,global_scale,5,3.9415240383839923e-05,1.4226459634526998e-05,5,0,0,
write_audit,all,global-minus-fixed0.9,,norm_mismatch,5,2.9631817561786643e-09,1.337762441776739e-09,5,0,0,
write_audit,all,global-minus-fixed0.9,,original_norm,5,0.18726717854754674,0.01476674237651162,5,0,0,
write_audit,all,global-minus-fixed0.9,,protected_norm,5,0.18497033407054608,0.014433016164441745,5,0,0,
write_audit,all,protected,,applied_norm,5,7.4684644393075335,0.38409416353241477,,,,
write_audit,all,protected,,global_norm,5,7.468464439469903,0.3840941629625704,,,,
write_audit,all,protected,,global_scale,5,0.961004487948851,0.003174027014778547,,,,
write_audit,all,protected,,norm_mismatch,5,1.421133709184399e-07,7.0886626028908265e-09,,,,
write_audit,all,protected,,original_norm,5,7.697821583385121,0.3833739320544772,,,,
write_audit,all,protected,,protected_norm,5,7.46846443931765,0.3840941635242146,,,,
write_audit,all,reference,,applied_norm,5,7.807096126653797,0.37800215190506914,,,,
write_audit,all,reference,,global_norm,5,7.563933140466411,0.3792672623033885,,,,
write_audit,all,reference,,global_scale,5,0.9606962200570597,0.003154219803420502,,,,
write_audit,all,reference,,norm_mismatch,5,1.4568897418971988e-07,6.5092876681442155e-09,,,,
write_audit,all,reference,,original_norm,5,7.807096126653797,0.37800215190506914,,,,
write_audit,all,reference,,protected_norm,5,7.563933140734761,0.37926726237555947,,,,
write_fit,0,fixed0.9,audio,err_after,5,0.070710715922818,0.004269317830707254,,,,
write_fit,0,fixed0.9,audio,err_before,5,0.6935399601805586,0.04189633279658804,,,,
write_fit,0,fixed0.9,audio,err_original_after,5,0.001660303590542724,7.494352952258233e-05,,,,
write_fit,0,fixed0.9,audio,fit_gain,5,0.6228292442577406,0.03762708991066106,,,,
write_fit,0,fixed0.9,text,err_after,5,0.10654878981817081,0.0024223505161955843,,,,
write_fit,0,fixed0.9,text,err_before,5,1.0440238074508723,0.023851719215203945,,,,
write_fit,0,fixed0.9,text,err_original_after,5,0.002475151534043321,5.687991414115795e-05,,,,
write_fit,0,fixed0.9,text,fit_gain,5,0.9374750176327015,0.0214295433613633,,,,
write_fit,0,fixed0.9,visual,err_after,5,0.06693815583053891,0.0035842603934910996,,,,
write_fit,0,fixed0.9,visual,err_before,5,0.6563858991001765,0.035211447004465754,,,,
write_fit,0,fixed0.9,visual,err_original_after,5,0.0016273954534393247,8.491101714134597e-05,,,,
write_fit,0,fixed0.9,visual,fit_gain,5,0.5894477432696376,0.03162720887818858,,,,
write_fit,0,global,audio,err_after,5,0.0017162201370061333,7.70518854147612e-05,,,,
write_fit,0,global,audio,err_before,5,0.7203966699838174,0.0435905995779466,,,,
write_fit,0,global,audio,err_original_after,5,0.0017162201370061333,7.70518854147612e-05,,,,
write_fit,0,global,audio,fit_gain,5,0.7186804498468112,0.043532150532481835,,,,
write_fit,0,global,text,err_after,5,0.0025622680165603598,6.0197878205885264e-05,,,,
write_fit,0,global,text,err_before,5,1.084537528712797,0.024984192001918804,,,,
write_fit,0,global,text,err_original_after,5,0.0025622680165603598,6.0197878205885264e-05,,,,
write_fit,0,global,text,fit_gain,5,1.0819752606962365,0.02495079825876565,,,,
write_fit,0,global,visual,err_after,5,0.001679648159369458,8.8084097799179e-05,,,,
write_fit,0,global,visual,err_before,5,0.6807025506242766,0.03733187946323958,,,,
write_fit,0,global,visual,err_original_after,5,0.001679648159369458,8.8084097799179e-05,,,,
write_fit,0,global,visual,fit_gain,5,0.6790229024649072,0.03725466862546326,,,,
write_fit,0,global-minus-fixed0.9,audio,err_after,5,-0.06899449578581186,0.0042105689993529975,0,0,5,
write_fit,0,global-minus-fixed0.9,audio,err_before,5,0.026856709803258695,0.0017136056477106666,5,0,0,
write_fit,0,global-minus-fixed0.9,audio,err_original_after,5,5.5916546463409284e-05,3.1161595104245793e-06,5,0,0,
write_fit,0,global-minus-fixed0.9,audio,fit_gain,5,0.09585120558907059,0.005910943727176093,5,0,0,
write_fit,0,global-minus-fixed0.9,text,err_after,5,-0.10398652180161046,0.0023913120266182836,0,0,5,
write_fit,0,global-minus-fixed0.9,text,err_before,5,0.04051372126192474,0.0017290273722151096,5,0,0,
write_fit,0,global-minus-fixed0.9,text,err_original_after,5,8.711648251703866e-05,3.895071102736084e-06,5,0,0,
write_fit,0,global-minus-fixed0.9,text,fit_gain,5,0.1445002430635351,0.00372731218827193,5,0,0,
write_fit,0,global-minus-fixed0.9,visual,err_after,5,-0.06525850767116946,0.0035060967061850902,0,0,5,
write_fit,0,global-minus-fixed0.9,visual,err_before,5,0.0243166515241001,0.002363527411120645,5,0,0,
write_fit,0,global-minus-fixed0.9,visual,err_original_after,5,5.225270593013304e-05,3.910566792026006e-06,5,0,0,
write_fit,0,global-minus-fixed0.9,visual,fit_gain,5,0.08957515919526957,0.005717726102400387,5,0,0,
write_fit,0,protected,audio,err_after,5,0.0017162201370061333,7.70518854147612e-05,,,,
write_fit,0,protected,audio,err_before,5,0.7203966699838174,0.0435905995779466,,,,
write_fit,0,protected,audio,err_original_after,5,0.0017162201370061333,7.70518854147612e-05,,,,
write_fit,0,protected,audio,fit_gain,5,0.7186804498468112,0.043532150532481835,,,,
write_fit,0,protected,text,err_after,5,0.0025622680165603598,6.0197878205885264e-05,,,,
write_fit,0,protected,text,err_before,5,1.084537528712797,0.024984192001918804,,,,
write_fit,0,protected,text,err_original_after,5,0.0025622680165603598,6.0197878205885264e-05,,,,
write_fit,0,protected,text,fit_gain,5,1.0819752606962365,0.02495079825876565,,,,
write_fit,0,protected,visual,err_after,5,0.001679648159369458,8.8084097799179e-05,,,,
write_fit,0,protected,visual,err_before,5,0.6807025506242766,0.03733187946323958,,,,
write_fit,0,protected,visual,err_original_after,5,0.001679648159369458,8.8084097799179e-05,,,,
write_fit,0,protected,visual,fit_gain,5,0.6790229024649072,0.03725466862546326,,,,
write_fit,0,reference,audio,err_after,5,0.0017162201370061333,7.70518854147612e-05,,,,
write_fit,0,reference,audio,err_before,5,0.7203966699838174,0.0435905995779466,,,,
write_fit,0,reference,audio,err_original_after,5,0.0017162201370061333,7.70518854147612e-05,,,,
write_fit,0,reference,audio,fit_gain,5,0.7186804498468112,0.043532150532481835,,,,
write_fit,0,reference,text,err_after,5,0.0025622680165603598,6.0197878205885264e-05,,,,
write_fit,0,reference,text,err_before,5,1.084537528712797,0.024984192001918804,,,,
write_fit,0,reference,text,err_original_after,5,0.0025622680165603598,6.0197878205885264e-05,,,,
write_fit,0,reference,text,fit_gain,5,1.0819752606962365,0.02495079825876565,,,,
write_fit,0,reference,visual,err_after,5,0.001679648159369458,8.8084097799179e-05,,,,
write_fit,0,reference,visual,err_before,5,0.6807025506242766,0.03733187946323958,,,,
write_fit,0,reference,visual,err_original_after,5,0.001679648159369458,8.8084097799179e-05,,,,
write_fit,0,reference,visual,fit_gain,5,0.6790229024649072,0.03725466862546326,,,,
write_fit,0.1,fixed0.9,audio,err_after,5,0.07154592425831742,0.004161271469161085,,,,
write_fit,0.1,fixed0.9,audio,err_before,5,0.7018117654129339,0.04081686760510151,,,,
write_fit,0.1,fixed0.9,audio,err_original_after,5,0.001652214394164465,7.706569128595134e-05,,,,
write_fit,0.1,fixed0.9,audio,fit_gain,5,0.6302658411546164,0.03665564774412259,,,,
write_fit,0.1,fixed0.9,text,err_after,5,0.10664498119086133,0.002300658684597152,,,,
write_fit,0.1,fixed0.9,text,err_before,5,1.0452007992031997,0.022636059643108324,,,,
write_fit,0.1,fixed0.9,text,err_original_after,5,0.002444627115513366,5.272366565502311e-05,,,,
write_fit,0.1,fixed0.9,text,fit_gain,5,0.9385558180123383,0.020335549078403653,,,,
write_fit,0.1,fixed0.9,visual,err_after,5,0.06802820469165552,0.003151835109929809,,,,
write_fit,0.1,fixed0.9,visual,err_before,5,0.6671727777122332,0.030967884809828043,,,,
write_fit,0.1,fixed0.9,visual,err_original_after,5,0.0016193261439211015,7.335203765971803e-05,,,,
write_fit,0.1,fixed0.9,visual,fit_gain,5,0.5991445730205776,0.027816070072788558,,,,
write_fit,0.1,global,audio,err_after,5,0.008829735194003326,0.0006972369730350549,,,,
write_fit,0.1,global,audio,err_before,5,0.7259384419479202,0.04256033943155857,,,,
write_fit,0.1,global,audio,err_original_after,5,0.0017024721917764886,7.939501895453938e-05,,,,
write_fit,0.1,global,audio,fit_gain,5,0.7171087067539169,0.04283346923170082,,,,
write_fit,0.1,global,text,err_after,5,0.01228155172619477,0.0012401685454769794,,,,
write_fit,0.1,global,text,err_before,5,1.081686128317805,0.02367568431540946,,,,
write_fit,0.1,global,text,err_original_after,5,0.0025230678635756207,5.5735315474380385e-05,,,,
write_fit,0.1,global,text,fit_gain,5,1.06940457659161,0.02425964829187524,,,,
write_fit,0.1,global,visual,err_after,5,0.008704800024046621,0.001308550678022977,,,,
write_fit,0.1,global,visual,err_before,5,0.6887343522873357,0.032949599866356816,,,,
write_fit,0.1,global,visual,err_original_after,5,0.0016655966205575013,7.641552562576094e-05,,,,
write_fit,0.1,global,visual,fit_gain,5,0.6800295522632891,0.032431549868557674,,,,
write_fit,0.1,global-minus-fixed0.9,audio,err_after,5,-0.0627161890643141,0.0044709274596001665,0,0,5,
write_fit,0.1,global-minus-fixed0.9,audio,err_before,5,0.024126676534986367,0.0017613205764424815,5,0,0,
write_fit,0.1,global-minus-fixed0.9,audio,err_original_after,5,5.0257797612023646e-05,3.1731931180367424e-06,5,0,0,
write_fit,0.1,global-minus-fixed0.9,audio,fit_gain,5,0.08684286559930048,0.00622756516150008,5,0,0,
write_fit,0.1,global-minus-fixed0.9,text,err_after,5,-0.09436342946466657,0.003080677935452195,0,0,5,
write_fit,0.1,global-minus-fixed0.9,text,err_before,5,0.036485329114605225,0.0015010176924506744,5,0,0,
write_fit,0.1,global-minus-fixed0.9,text,err_original_after,5,7.844074806225505e-05,3.3885150405922765e-06,5,0,0,
write_fit,0.1,global-minus-fixed0.9,text,fit_gain,5,0.13084875857927175,0.0040535659299966624,5,0,0,
write_fit,0.1,global-minus-fixed0.9,visual,err_after,5,-0.0593234046676089,0.002837832568722533,0,0,5,
write_fit,0.1,global-minus-fixed0.9,visual,err_before,5,0.021561574575102615,0.0023109423910950425,5,0,0,
write_fit,0.1,global-minus-fixed0.9,visual,err_original_after,5,4.627047663639996e-05,4.180513936824005e-06,5,0,0,
write_fit,0.1,global-minus-fixed0.9,visual,fit_gain,5,0.08088497924271151,0.005036562298027876,5,0,0,
write_fit,0.1,protected,audio,err_after,5,0.01797814612666859,0.002504623361690314,,,,
write_fit,0.1,protected,audio,err_before,5,0.7227514612641165,0.043248459791453156,,,,
write_fit,0.1,protected,audio,err_original_after,5,0.0016996208927077135,7.954554873656615e-05,,,,
write_fit,0.1,protected,audio,fit_gain,5,0.7047733151374479,0.043858815943738014,,,,
write_fit,0.1,protected,text,err_after,5,0.02375278102553654,0.002096132262538786,,,,
write_fit,0.1,protected,text,err_before,5,1.0815206296763913,0.024289821484458792,,,,
