seed,section,rate,mode,modality,metric,value
66,retention,0.1,global-minus-fixed0.9,visual,decay_damage,0.00593191213268149
66,retention,0.1,global-minus-fixed0.9,visual,err_decay,-0.04635286780267216
66,retention,0.1,global-minus-fixed0.9,visual,err_post,-0.011545483276734658
66,retention,0.1,global-minus-fixed0.9,visual,write_damage,0.03480738451544968
66,task,0.1,global-minus-fixed0.9,,accuracy,-0.003223207091055613
66,task,0.1,global-minus-fixed0.9,,macro_f1,-0.002464288563585826
66,task,0.1,global-minus-fixed0.9,,weighted_f1,-0.0032305239942855835
66,write_audit,0.1,global-minus-fixed0.9,,applied_norm,1.0451884486807828
66,write_audit,0.1,global-minus-fixed0.9,,global_norm,0.26935239067776884
66,write_audit,0.1,global-minus-fixed0.9,,global_scale,6.328624921592141e-05
66,write_audit,0.1,global-minus-fixed0.9,,norm_mismatch,2.072774336090215e-09
66,write_audit,0.1,global-minus-fixed0.9,,original_norm,0.2718196666298933
66,write_audit,0.1,global-minus-fixed0.9,,protected_norm,0.2693523924443557
66,write_fit,0.1,global-minus-fixed0.9,audio,err_after,-0.06065193481187868
66,write_fit,0.1,global-minus-fixed0.9,audio,err_before,0.02342977775353261
66,write_fit,0.1,global-minus-fixed0.9,audio,err_original_after,4.982419595565618e-05
66,write_fit,0.1,global-minus-fixed0.9,audio,fit_gain,0.08408171256541142
66,write_fit,0.1,global-minus-fixed0.9,text,err_after,-0.09065218616361345
66,write_fit,0.1,global-minus-fixed0.9,text,err_before,0.035254803576936444
66,write_fit,0.1,global-minus-fixed0.9,text,err_original_after,7.669828080516042e-05
66,write_fit,0.1,global-minus-fixed0.9,text,fit_gain,0.1259069897405498
66,write_fit,0.1,global-minus-fixed0.9,visual,err_after,-0.05838355134212539
66,write_fit,0.1,global-minus-fixed0.9,visual,err_before,0.02079946112444253
66,write_fit,0.1,global-minus-fixed0.9,visual,err_original_after,4.604769688633381e-05
66,write_fit,0.1,global-minus-fixed0.9,visual,fit_gain,0.07918301246656789
66,retention,0.3,global-minus-fixed0.9,audio,decay_damage,0.0040102693648013405
66,retention,0.3,global-minus-fixed0.9,audio,err_decay,-0.03822364026075101
