audio dimension: 512; text dimension: 1024; video dimension: 1024
epoch=001 train_wf1=0.3921 val8_wf1=0.2544 cls=2.3512 jepa=3.0868
epoch=002 train_wf1=0.5146 val8_wf1=0.4187 cls=2.5810 jepa=2.8568
epoch=003 train_wf1=0.3922 val8_wf1=0.4187 cls=2.2523 jepa=2.5634
epoch=004 train_wf1=0.3922 val8_wf1=0.4187 cls=2.2942 jepa=2.4935
epoch=005 train_wf1=0.3922 val8_wf1=0.4187 cls=2.2875 jepa=2.4492
epoch=006 train_wf1=0.3922 val8_wf1=0.4187 cls=2.2538 jepa=2.4291
epoch=007 train_wf1=0.3922 val8_wf1=0.4187 cls=2.3054 jepa=2.4167
epoch=008 train_wf1=0.3922 val8_wf1=0.4187 cls=2.2998 jepa=2.4082
epoch=009 train_wf1=0.3922 val8_wf1=0.4187 cls=2.2135 jepa=2.3682
epoch=010 train_wf1=0.3922 val8_wf1=0.4187 cls=2.3013 jepa=2.3860
epoch=011 train_wf1=0.3986 val8_wf1=0.2727 cls=2.2806 jepa=2.3847
epoch=012 train_wf1=0.4566 val8_wf1=0.4066 cls=2.8012 jepa=2.3856
epoch=013 train_wf1=0.5501 val8_wf1=0.4172 cls=2.1638 jepa=2.3619
epoch=014 train_wf1=0.4665 val8_wf1=0.3839 cls=2.2356 jepa=2.3564
epoch=015 train_wf1=0.5551 val8_wf1=0.3832 cls=2.1821 jepa=2.3480
epoch=016 train_wf1=0.5555 val8_wf1=0.3855 cls=2.1487 jepa=2.3573
epoch=017 train_wf1=0.5727 val8_wf1=0.3930 cls=2.1359 jepa=2.3414
epoch=018 train_wf1=0.5673 val8_wf1=0.4162 cls=2.0497 jepa=2.3209
epoch=019 train_wf1=0.5255 val8_wf1=0.4637 cls=2.0409 jepa=2.3252
epoch=020 train_wf1=0.5114 val8_wf1=0.4125 cls=2.2374 jepa=2.3952
epoch=021 train_wf1=0.5938 val8_wf1=0.5164 cls=1.9493 jepa=2.2996
epoch=022 train_wf1=0.6863 val8_wf1=0.5764 cls=1.8248 jepa=2.3192
epoch=023 train_wf1=0.6964 val8_wf1=0.6162 cls=1.7187 jepa=2.3022
epoch=024 train_wf1=0.7216 val8_wf1=0.6538 cls=1.5845 jepa=2.3043
epoch=025 train_wf1=0.7342 val8_wf1=0.6855 cls=1.5278 jepa=2.2832
epoch=026 train_wf1=0.7033 val8_wf1=0.6975 cls=1.7349 jepa=2.2745
epoch=027 train_wf1=0.7502 val8_wf1=0.7252 cls=1.4726 jepa=2.2773
epoch=028 train_wf1=0.7543 val8_wf1=0.7109 cls=1.4553 jepa=2.3009
epoch=029 train_wf1=0.7482 val8_wf1=0.6948 cls=1.4385 jepa=2.2941
epoch=030 train_wf1=0.7284 val8_wf1=0.7263 cls=1.4671 jepa=2.2575
epoch=031 train_wf1=0.7861 val8_wf1=0.7357 cls=1.3632 jepa=2.2697
epoch=032 train_wf1=0.7846 val8_wf1=0.7247 cls=1.3111 jepa=2.2551
epoch=033 train_wf1=0.7756 val8_wf1=0.7358 cls=1.3621 jepa=2.2654
epoch=034 train_wf1=0.7939 val8_wf1=0.7328 cls=1.2418 jepa=2.2640
epoch=035 train_wf1=0.8017 val8_wf1=0.7501 cls=1.1616 jepa=2.2331
epoch=036 train_wf1=0.8162 val8_wf1=0.7568 cls=1.0924 jepa=2.2312
epoch=037 train_wf1=0.8175 val8_wf1=0.7593 cls=1.0389 jepa=2.2322
epoch=038 train_wf1=0.8265 val8_wf1=0.7571 cls=1.0165 jepa=2.1841
epoch=039 train_wf1=0.8191 val8_wf1=0.7718 cls=1.0285 jepa=2.2066
epoch=040 train_wf1=0.8176 val8_wf1=0.7727 cls=1.0464 jepa=2.2140
epoch=041 train_wf1=0.8167 val8_wf1=0.7674 cls=0.9707 jepa=2.1898
epoch=042 train_wf1=0.8172 val8_wf1=0.7686 cls=1.0245 jepa=2.1851
epoch=043 train_wf1=0.8213 val8_wf1=0.7825 cls=0.9803 jepa=2.1600
epoch=044 train_wf1=0.8272 val8_wf1=0.7855 cls=0.9951 jepa=2.1567
epoch=045 train_wf1=0.8332 val8_wf1=0.7516 cls=0.9503 jepa=2.1564
epoch=046 train_wf1=0.8301 val8_wf1=0.7679 cls=0.9578 jepa=2.1356
epoch=047 train_wf1=0.8199 val8_wf1=0.7722 cls=1.0036 jepa=2.1447
epoch=048 train_wf1=0.8335 val8_wf1=0.7495 cls=0.9142 jepa=2.1098
epoch=049 train_wf1=0.8302 val8_wf1=0.7659 cls=0.9324 jepa=2.1061
epoch=050 train_wf1=0.8368 val8_wf1=0.7557 cls=0.9397 jepa=2.1151
epoch=051 train_wf1=0.8415 val8_wf1=0.7529 cls=0.8803 jepa=2.0751
epoch=052 train_wf1=0.8429 val8_wf1=0.7660 cls=0.8824 jepa=2.0721
epoch=053 train_wf1=0.8507 val8_wf1=0.7657 cls=0.7926 jepa=2.0765
epoch=054 train_wf1=0.8586 val8_wf1=0.7530 cls=0.7782 jepa=2.0597
epoch=055 train_wf1=0.8599 val8_wf1=0.7636 cls=0.8132 jepa=2.0413
epoch=056 train_wf1=0.8649 val8_wf1=0.7559 cls=0.7516 jepa=2.0494
epoch=057 train_wf1=0.8605 val8_wf1=0.7598 cls=0.7365 jepa=2.0213
epoch=058 train_wf1=0.8647 val8_wf1=0.7682 cls=0.6895 jepa=2.0181
epoch=059 train_wf1=0.8752 val8_wf1=0.7556 cls=0.6824 jepa=2.0303
epoch=060 train_wf1=0.8711 val8_wf1=0.7599 cls=0.6809 jepa=2.0066
epoch=061 train_wf1=0.8799 val8_wf1=0.7435 cls=0.6980 jepa=1.9995
epoch=062 train_wf1=0.8765 val8_wf1=0.7273 cls=0.6461 jepa=1.9852
epoch=063 train_wf1=0.8845 val8_wf1=0.7479 cls=0.6373 jepa=1.9658
epoch=064 train_wf1=0.8829 val8_wf1=0.7524 cls=0.6541 jepa=1.9602
epoch=065 train_wf1=0.8888 val8_wf1=0.7496 cls=0.6198 jepa=1.9763
epoch=066 train_wf1=0.8894 val8_wf1=0.7577 cls=0.6046 jepa=1.9361
epoch=067 train_wf1=0.8930 val8_wf1=0.7335 cls=0.5898 jepa=1.9642
epoch=068 train_wf1=0.8939 val8_wf1=0.7538 cls=0.5817 jepa=1.9381
epoch=069 train_wf1=0.8923 val8_wf1=0.7596 cls=0.5940 jepa=1.9114
epoch=070 train_wf1=0.8859 val8_wf1=0.7497 cls=0.6129 jepa=1.9115
epoch=071 train_wf1=0.8886 val8_wf1=0.7173 cls=0.6196 jepa=1.9090
epoch=072 train_wf1=0.8693 val8_wf1=0.7232 cls=0.6743 jepa=1.9202
epoch=073 train_wf1=0.8943 val8_wf1=0.7429 cls=0.5289 jepa=1.8979
epoch=074 train_wf1=0.9031 val8_wf1=0.7333 cls=0.5291 jepa=1.8724
epoch=075 train_wf1=0.8984 val8_wf1=0.7253 cls=0.5107 jepa=1.8450
epoch=076 train_wf1=0.8987 val8_wf1=0.7289 cls=0.4986 jepa=1.8329
epoch=077 train_wf1=0.9138 val8_wf1=0.7437 cls=0.4858 jepa=1.8296
epoch=078 train_wf1=0.9154 val8_wf1=0.7490 cls=0.4588 jepa=1.8228
epoch=079 train_wf1=0.9200 val8_wf1=0.7489 cls=0.4631 jepa=1.7839
epoch=080 train_wf1=0.9266 val8_wf1=0.7476 cls=0.4100 jepa=1.7898
epoch=081 train_wf1=0.9163 val8_wf1=0.7421 cls=0.4433 jepa=1.7828
epoch=082 train_wf1=0.9153 val8_wf1=0.7472 cls=0.4450 jepa=1.7777
epoch=083 train_wf1=0.9046 val8_wf1=0.7348 cls=0.4525 jepa=1.7746
epoch=084 train_wf1=0.9188 val8_wf1=0.7255 cls=0.4409 jepa=1.7625
epoch=085 train_wf1=0.9180 val8_wf1=0.7368 cls=0.4129 jepa=1.7521
epoch=086 train_wf1=0.9221 val8_wf1=0.7294 cls=0.3788 jepa=1.7252
epoch=087 train_wf1=0.9237 val8_wf1=0.7265 cls=0.3782 jepa=1.7081
epoch=088 train_wf1=0.9322 val8_wf1=0.7316 cls=0.3526 jepa=1.6700
epoch=089 train_wf1=0.9231 val8_wf1=0.7379 cls=0.3853 jepa=1.6549
