audio dimension: 512; text dimension: 1024; video dimension: 1024
epoch=001 train_wf1=0.4892 val8_wf1=0.2544 cls=0.7001 jepa=2.8799
epoch=002 train_wf1=0.4739 val8_wf1=0.3877 cls=0.7413 jepa=2.8345
epoch=003 train_wf1=0.4496 val8_wf1=0.4187 cls=0.6941 jepa=2.5591
epoch=004 train_wf1=0.3922 val8_wf1=0.4187 cls=0.6883 jepa=2.4775
epoch=005 train_wf1=0.3922 val8_wf1=0.4187 cls=0.6883 jepa=2.4432
epoch=006 train_wf1=0.3922 val8_wf1=0.4187 cls=0.6891 jepa=2.4343
epoch=007 train_wf1=0.3922 val8_wf1=0.4187 cls=0.6889 jepa=2.4223
epoch=008 train_wf1=0.3922 val8_wf1=0.4187 cls=0.7004 jepa=2.4081
epoch=009 train_wf1=0.3922 val8_wf1=0.4187 cls=0.6883 jepa=2.4017
epoch=010 train_wf1=0.4440 val8_wf1=0.4187 cls=0.6900 jepa=2.3912
epoch=011 train_wf1=0.3922 val8_wf1=0.4187 cls=0.6885 jepa=2.3716
epoch=012 train_wf1=0.3922 val8_wf1=0.4187 cls=0.6891 jepa=2.3685
epoch=013 train_wf1=0.3922 val8_wf1=0.4187 cls=0.6853 jepa=2.3630
epoch=014 train_wf1=0.4852 val8_wf1=0.4187 cls=0.6818 jepa=2.3473
epoch=015 train_wf1=0.4872 val8_wf1=0.3699 cls=0.6887 jepa=2.3562
epoch=016 train_wf1=0.5123 val8_wf1=0.4275 cls=0.6903 jepa=2.3575
epoch=017 train_wf1=0.5357 val8_wf1=0.4020 cls=0.6867 jepa=2.3495
epoch=018 train_wf1=0.4656 val8_wf1=0.4186 cls=0.6824 jepa=2.3319
epoch=019 train_wf1=0.4558 val8_wf1=0.3837 cls=0.6749 jepa=2.3284
epoch=020 train_wf1=0.5577 val8_wf1=0.3636 cls=0.6466 jepa=2.3379
epoch=021 train_wf1=0.5779 val8_wf1=0.3855 cls=0.8071 jepa=2.3188
epoch=022 train_wf1=0.5211 val8_wf1=0.3892 cls=0.6611 jepa=2.3064
epoch=023 train_wf1=0.5536 val8_wf1=0.3838 cls=0.6593 jepa=2.3082
epoch=024 train_wf1=0.6030 val8_wf1=0.3791 cls=0.6378 jepa=2.2999
epoch=025 train_wf1=0.6197 val8_wf1=0.3866 cls=0.6585 jepa=2.2784
epoch=026 train_wf1=0.6040 val8_wf1=0.4501 cls=0.6322 jepa=2.2673
epoch=027 train_wf1=0.6812 val8_wf1=0.4750 cls=0.6235 jepa=2.2681
epoch=028 train_wf1=0.6794 val8_wf1=0.5143 cls=0.6015 jepa=2.2469
epoch=029 train_wf1=0.7133 val8_wf1=0.5430 cls=0.5716 jepa=2.2453
epoch=030 train_wf1=0.6972 val8_wf1=0.6564 cls=0.5728 jepa=2.2140
epoch=031 train_wf1=0.7192 val8_wf1=0.6054 cls=0.5685 jepa=2.2228
epoch=032 train_wf1=0.7328 val8_wf1=0.6835 cls=0.5453 jepa=2.2128
epoch=033 train_wf1=0.7366 val8_wf1=0.6252 cls=0.5379 jepa=2.1970
epoch=034 train_wf1=0.7430 val8_wf1=0.6485 cls=0.5208 jepa=2.1834
