dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
CMUMOSI,0.5,audio,319,1.8025078369905956,1.0,3.0
CMUMOSI,0.5,text,294,1.6360544217687074,1.0,3.0
CMUMOSI,0.5,visual,278,1.8669064748201438,1.0,4.0
