dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
CMUMOSI,0.5,audio,345,26,0.07536231884057971
CMUMOSI,0.5,text,309,15,0.04854368932038835
CMUMOSI,0.5,visual,311,33,0.10610932475884244
