dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
IEMOCAPFour,0.3,audio,332,1.4126506024096386,1.0,2.0
IEMOCAPFour,0.3,text,352,1.4005681818181819,1.0,2.0
IEMOCAPFour,0.3,visual,343,1.4839650145772594,1.0,2.0
