dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
IEMOCAPFour,0.3,audio,343,11,0.03206997084548105
IEMOCAPFour,0.3,text,362,10,0.027624309392265192
IEMOCAPFour,0.3,visual,359,16,0.04456824512534819
