dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
CMUMOSI,0.5,audio,315,22,0.06984126984126984
CMUMOSI,0.5,text,330,36,0.10909090909090909
CMUMOSI,0.5,visual,316,34,0.10759493670886076
