dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
CMUMOSI,0.5,audio,293,1.6621160409556315,1.0,3.0
CMUMOSI,0.5,text,294,1.683673469387755,1.0,3.0
CMUMOSI,0.5,visual,282,1.6453900709219857,1.0,3.0
