dataset,seed,rate,mode,section,modality,metric,value
iemocap4,67,0.7,fixed0.8,task,,accuracy,0.7727639000805802
iemocap4,67,0.7,fixed0.8,task,,macro_f1,0.7707296986735972
iemocap4,67,0.7,fixed0.8,task,,weighted_f1,0.7734669927872841
iemocap4,67,all,reference,current_observed_write_fit,audio,err_after,0.0017029389781076701
iemocap4,67,all,reference,current_observed_write_fit,text,err_after,0.0024838830567916995
iemocap4,67,all,reference,current_observed_write_fit,visual,err_after,0.0016859422717405395
iemocap4,67,all,reference,task,,accuracy,0.8140209508460918
iemocap4,67,all,reference,task,,macro_f1,0.8133350022241028
iemocap4,67,all,reference,task,,weighted_f1,0.8144690837304106
iemocap4,67,all,fixed0.95,current_observed_write_fit,audio,err_after,0.039974138796822704
iemocap4,67,all,fixed0.95,current_observed_write_fit,text,err_after,0.05644195721390056
iemocap4,67,all,fixed0.95,current_observed_write_fit,visual,err_after,0.03708607221543991
iemocap4,67,all,fixed0.95,task,,accuracy,0.8149879129734086
iemocap4,67,all,fixed0.95,task,,macro_f1,0.8143126769080274
iemocap4,67,all,fixed0.95,task,,weighted_f1,0.8154361345750312
iemocap4,67,all,fixed0.9,current_observed_write_fit,audio,err_after,0.07694343080607151
iemocap4,67,all,fixed0.9,current_observed_write_fit,text,err_after,0.10857428445391286
iemocap4,67,all,fixed0.9,current_observed_write_fit,visual,err_after,0.07139370110639456
iemocap4,67,all,fixed0.9,task,,accuracy,0.8149879129734086
iemocap4,67,all,fixed0.9,task,,macro_f1,0.81460526805348
iemocap4,67,all,fixed0.9,task,,weighted_f1,0.8154599178839607
iemocap4,67,all,fixed0.8,current_observed_write_fit,audio,err_after,0.14757986903558298
iemocap4,67,all,fixed0.8,current_observed_write_fit,text,err_after,0.2079758586001411
iemocap4,67,all,fixed0.8,current_observed_write_fit,visual,err_after,0.13723983926452796
iemocap4,67,all,fixed0.8,task,,accuracy,0.8169218372280419
iemocap4,67,all,fixed0.8,task,,macro_f1,0.8164623615700866
iemocap4,67,all,fixed0.8,task,,weighted_f1,0.817507671062112
iemocap4,68,0,reference,current_observed_write_fit,audio,err_after,0.001783727249658861
iemocap4,68,0,reference,current_observed_write_fit,text,err_after,0.0024846347071185108
iemocap4,68,0,reference,current_observed_write_fit,visual,err_after,0.0015761426832676675
iemocap4,68,0,reference,task,,accuracy,0.8501208702659145
iemocap4,68,0,reference,task,,macro_f1,0.84715255087639
iemocap4,68,0,reference,task,,weighted_f1,0.8505238739937976
iemocap4,68,0,fixed0.95,current_observed_write_fit,audio,err_after,0.03673367709141224
iemocap4,68,0,fixed0.95,current_observed_write_fit,text,err_after,0.05515659815051442
iemocap4,68,0,fixed0.95,current_observed_write_fit,visual,err_after,0.033718596596139606
iemocap4,68,0,fixed0.95,task,,accuracy,0.8509266720386784
iemocap4,68,0,fixed0.95,task,,macro_f1,0.8483787305713256
iemocap4,68,0,fixed0.95,task,,weighted_f1,0.8513427648803147
iemocap4,68,0,fixed0.9,current_observed_write_fit,audio,err_after,0.07062387875708849
iemocap4,68,0,fixed0.9,current_observed_write_fit,text,err_after,0.10603414886434263
iemocap4,68,0,fixed0.9,current_observed_write_fit,visual,err_after,0.06487091880714632
iemocap4,68,0,fixed0.9,task,,accuracy,0.8525382755842063
iemocap4,68,0,fixed0.9,task,,macro_f1,0.8504641416458585
iemocap4,68,0,fixed0.9,task,,weighted_f1,0.8529535945446661
iemocap4,68,0,fixed0.8,current_observed_write_fit,audio,err_after,0.13541655253934526
iemocap4,68,0,fixed0.8,current_observed_write_fit,text,err_after,0.20299570971665007
iemocap4,68,0,fixed0.8,current_observed_write_fit,visual,err_after,0.12470009072882061
iemocap4,68,0,fixed0.8,task,,accuracy,0.8541498791297341
iemocap4,68,0,fixed0.8,task,,macro_f1,0.8528289838411172
iemocap4,68,0,fixed0.8,task,,weighted_f1,0.8545307241458109
iemocap4,68,0.1,reference,current_observed_write_fit,audio,err_after,0.001774089606827155
iemocap4,68,0.1,reference,current_observed_write_fit,text,err_after,0.0024526060599411657
iemocap4,68,0.1,reference,current_observed_write_fit,visual,err_after,0.0015919000306062196
iemocap4,68,0.1,reference,retention,audio,err_decay,0.050889599705200406
iemocap4,68,0.1,reference,retention,text,err_decay,0.04181677288003266
iemocap4,68,0.1,reference,retention,visual,err_decay,0.0547284735969131
iemocap4,68,0.1,reference,task,,accuracy,0.8436744560838034
iemocap4,68,0.1,reference,task,,macro_f1,0.8390318196587663
iemocap4,68,0.1,reference,task,,weighted_f1,0.8439417711804842
iemocap4,68,0.1,fixed0.95,current_observed_write_fit,audio,err_after,0.03742854885846599
iemocap4,68,0.1,fixed0.95,current_observed_write_fit,text,err_after,0.05513261805357403
iemocap4,68,0.1,fixed0.95,current_observed_write_fit,visual,err_after,0.034644937327577695
iemocap4,68,0.1,fixed0.95,retention,audio,err_decay,0.07673805750855202
iemocap4,68,0.1,fixed0.95,retention,text,err_decay,0.08523626156616956
iemocap4,68,0.1,fixed0.95,retention,visual,err_decay,0.07726343379069406
iemocap4,68,0.1,fixed0.95,task,,accuracy,0.8452860596293312
iemocap4,68,0.1,fixed0.95,task,,macro_f1,0.8414213128284401
iemocap4,68,0.1,fixed0.95,task,,weighted_f1,0.8455144275725024
iemocap4,68,0.1,fixed0.9,current_observed_write_fit,audio,err_after,0.07196332640184576
iemocap4,68,0.1,fixed0.9,current_observed_write_fit,text,err_after,0.10605000182819206
iemocap4,68,0.1,fixed0.9,current_observed_write_fit,visual,err_after,0.0666737370171969
iemocap4,68,0.1,fixed0.9,retention,audio,err_decay,0.10666755744717468
iemocap4,68,0.1,fixed0.9,retention,text,err_decay,0.1312163078635931
iemocap4,68,0.1,fixed0.9,retention,visual,err_decay,0.10359448326549694
iemocap4,68,0.1,fixed0.9,task,,accuracy,0.8452860596293312
iemocap4,68,0.1,fixed0.9,task,,macro_f1,0.8411799836991654
iemocap4,68,0.1,fixed0.9,task,,weighted_f1,0.8455302732100793
iemocap4,68,0.1,fixed0.8,current_observed_write_fit,audio,err_after,0.1379402535609011
iemocap4,68,0.1,fixed0.8,current_observed_write_fit,text,err_after,0.20318167506969814
iemocap4,68,0.1,fixed0.8,current_observed_write_fit,visual,err_after,0.1281949704407935
iemocap4,68,0.1,fixed0.8,retention,audio,err_decay,0.16722429354051385
iemocap4,68,0.1,fixed0.8,retention,text,err_decay,0.2208627000991255
iemocap4,68,0.1,fixed0.8,retention,visual,err_decay,0.1567214513002159
iemocap4,68,0.1,fixed0.8,task,,accuracy,0.8460918614020951
iemocap4,68,0.1,fixed0.8,task,,macro_f1,0.842105950017374
iemocap4,68,0.1,fixed0.8,task,,weighted_f1,0.8462619595610199
iemocap4,68,0.3,reference,current_observed_write_fit,audio,err_after,0.001754970056879428
iemocap4,68,0.3,reference,current_observed_write_fit,text,err_after,0.0024165617119225823
iemocap4,68,0.3,reference,current_observed_write_fit,visual,err_after,0.001581620958058054
iemocap4,68,0.3,reference,retention,audio,err_decay,0.1151957540009844
iemocap4,68,0.3,reference,retention,text,err_decay,0.1030590166701586
iemocap4,68,0.3,reference,retention,visual,err_decay,0.11826820272216491
iemocap4,68,0.3,reference,task,,accuracy,0.814665592264303
iemocap4,68,0.3,reference,task,,macro_f1,0.8066669066606396
iemocap4,68,0.3,reference,task,,weighted_f1,0.815656324984252
iemocap4,68,0.3,fixed0.95,current_observed_write_fit,audio,err_after,0.03861144616376564
iemocap4,68,0.3,fixed0.95,current_observed_write_fit,text,err_after,0.055721756662961267
iemocap4,68,0.3,fixed0.95,current_observed_write_fit,visual,err_after,0.035614794751633455
iemocap4,68,0.3,fixed0.95,retention,audio,err_decay,0.1350136401702605
iemocap4,68,0.3,fixed0.95,retention,text,err_decay,0.13952580273491383
iemocap4,68,0.3,fixed0.95,retention,visual,err_decay,0.13410966047941117
iemocap4,68,0.3,fixed0.95,task,,accuracy,0.8162771958098308
iemocap4,68,0.3,fixed0.95,task,,macro_f1,0.8084971780304567
iemocap4,68,0.3,fixed0.95,task,,weighted_f1,0.8171769880564912
iemocap4,68,0.3,fixed0.9,current_observed_write_fit,audio,err_after,0.07425973994267444
iemocap4,68,0.3,fixed0.9,current_observed_write_fit,text,err_after,0.10725641454360342
iemocap4,68,0.3,fixed0.9,current_observed_write_fit,visual,err_after,0.06861621996495676
iemocap4,68,0.3,fixed0.9,retention,audio,err_decay,0.1593811355449865
iemocap4,68,0.3,fixed0.9,retention,text,err_decay,0.17977277102545486
iemocap4,68,0.3,fixed0.9,retention,visual,err_decay,0.15357550431814035
iemocap4,68,0.3,fixed0.9,task,,accuracy,0.8138597904915391
iemocap4,68,0.3,fixed0.9,task,,macro_f1,0.806161956052899
iemocap4,68,0.3,fixed0.9,task,,weighted_f1,0.8148345286837637
iemocap4,68,0.3,fixed0.8,current_observed_write_fit,audio,err_after,0.14232243096091907
iemocap4,68,0.3,fixed0.8,current_observed_write_fit,text,err_after,0.20562845764817317
iemocap4,68,0.3,fixed0.8,current_observed_write_fit,visual,err_after,0.13214754317282612
iemocap4,68,0.3,fixed0.8,retention,audio,err_decay,0.21094777752190874
iemocap4,68,0.3,fixed0.8,retention,text,err_decay,0.26129747561505856
iemocap4,68,0.3,fixed0.8,retention,visual,err_decay,0.19534457099091793
iemocap4,68,0.3,fixed0.8,task,,accuracy,0.8170829975825947
iemocap4,68,0.3,fixed0.8,task,,macro_f1,0.808972140005403
iemocap4,68,0.3,fixed0.8,task,,weighted_f1,0.8179584385632557
iemocap4,68,0.5,reference,current_observed_write_fit,audio,err_after,0.001711122727813389
iemocap4,68,0.5,reference,current_observed_write_fit,text,err_after,0.002331644355667891
iemocap4,68,0.5,reference,current_observed_write_fit,visual,err_after,0.001542027359231256
iemocap4,68,0.5,reference,retention,audio,err_decay,0.17483525164588193
iemocap4,68,0.5,reference,retention,text,err_decay,0.15056443153441235
iemocap4,68,0.5,reference,retention,visual,err_decay,0.1479281379109633
iemocap4,68,0.5,reference,task,,accuracy,0.7792103142626914
iemocap4,68,0.5,reference,task,,macro_f1,0.7641657529467624
iemocap4,68,0.5,reference,task,,weighted_f1,0.7804179349207927
iemocap4,68,0.5,fixed0.95,current_observed_write_fit,audio,err_after,0.03962933515095129
iemocap4,68,0.5,fixed0.95,current_observed_write_fit,text,err_after,0.055519684804288774
iemocap4,68,0.5,fixed0.95,current_observed_write_fit,visual,err_after,0.036158064447127714
iemocap4,68,0.5,fixed0.95,retention,audio,err_decay,0.1895454175633108
iemocap4,68,0.5,fixed0.95,retention,text,err_decay,0.18193551615970033
iemocap4,68,0.5,fixed0.95,retention,visual,err_decay,0.16300955494212027
iemocap4,68,0.5,fixed0.95,task,,accuracy,0.7816277195809831
iemocap4,68,0.5,fixed0.95,task,,macro_f1,0.7670094976913662
iemocap4,68,0.5,fixed0.95,task,,weighted_f1,0.7827360142251828
iemocap4,68,0.5,fixed0.9,current_observed_write_fit,audio,err_after,0.07630149893801058
iemocap4,68,0.5,fixed0.9,current_observed_write_fit,text,err_after,0.10705220611319578
iemocap4,68,0.5,fixed0.9,current_observed_write_fit,visual,err_after,0.06985458175534431
iemocap4,68,0.5,fixed0.9,retention,audio,err_decay,0.20850535283610877
iemocap4,68,0.5,fixed0.9,retention,text,err_decay,0.21763779720607793
iemocap4,68,0.5,fixed0.9,retention,visual,err_decay,0.1820988569448427
iemocap4,68,0.5,fixed0.9,task,,accuracy,0.7856567284448026
iemocap4,68,0.5,fixed0.9,task,,macro_f1,0.7719494905334592
iemocap4,68,0.5,fixed0.9,task,,weighted_f1,0.7866089072196257
iemocap4,68,0.5,fixed0.8,current_observed_write_fit,audio,err_after,0.14651386257404206
iemocap4,68,0.5,fixed0.8,current_observed_write_fit,text,err_after,0.20570961571026158
iemocap4,68,0.5,fixed0.8,current_observed_write_fit,visual,err_after,0.1351932273298382
iemocap4,68,0.5,fixed0.8,retention,audio,err_decay,0.2502502032732298
iemocap4,68,0.5,fixed0.8,retention,text,err_decay,0.2921081748527457
iemocap4,68,0.5,fixed0.8,retention,visual,err_decay,0.22485159212736633
iemocap4,68,0.5,fixed0.8,task,,accuracy,0.7864625302175665
iemocap4,68,0.5,fixed0.8,task,,macro_f1,0.7735449375320994
iemocap4,68,0.5,fixed0.8,task,,weighted_f1,0.7873600207794311
iemocap4,68,0.7,reference,current_observed_write_fit,audio,err_after,0.0016697936070835195
iemocap4,68,0.7,reference,current_observed_write_fit,text,err_after,0.0022824133842739487
iemocap4,68,0.7,reference,current_observed_write_fit,visual,err_after,0.0015531413308512904
iemocap4,68,0.7,reference,retention,audio,err_decay,0.20948446692974113
iemocap4,68,0.7,reference,retention,text,err_decay,0.19387987799030013
iemocap4,68,0.7,reference,retention,visual,err_decay,0.1922482336546795
iemocap4,68,0.7,reference,task,,accuracy,0.7912973408541499
iemocap4,68,0.7,reference,task,,macro_f1,0.780426334163068
iemocap4,68,0.7,reference,task,,weighted_f1,0.7918032800515314
iemocap4,68,0.7,fixed0.95,current_observed_write_fit,audio,err_after,0.039983492358796634
iemocap4,68,0.7,fixed0.95,current_observed_write_fit,text,err_after,0.05562298207390684
iemocap4,68,0.7,fixed0.95,current_observed_write_fit,visual,err_after,0.037438285379959906
iemocap4,68,0.7,fixed0.95,retention,audio,err_decay,0.22153912364574796
iemocap4,68,0.7,fixed0.95,retention,text,err_decay,0.2203814253443852
iemocap4,68,0.7,fixed0.95,retention,visual,err_decay,0.2046253505339478
iemocap4,68,0.7,fixed0.95,task,,accuracy,0.7912973408541499
iemocap4,68,0.7,fixed0.95,task,,macro_f1,0.7802665810658682
iemocap4,68,0.7,fixed0.95,task,,weighted_f1,0.7917618763074654
iemocap4,68,0.7,fixed0.9,current_observed_write_fit,audio,err_after,0.0770340096924007
iemocap4,68,0.7,fixed0.9,current_observed_write_fit,text,err_after,0.10733228532555748
iemocap4,68,0.7,fixed0.9,current_observed_write_fit,visual,err_after,0.07236241275327081
iemocap4,68,0.7,fixed0.9,retention,audio,err_decay,0.23784849602443722
iemocap4,68,0.7,fixed0.9,retention,text,err_decay,0.25142480382518145
iemocap4,68,0.7,fixed0.9,retention,visual,err_decay,0.22100335795781403
iemocap4,68,0.7,fixed0.9,task,,accuracy,0.7912973408541499
iemocap4,68,0.7,fixed0.9,task,,macro_f1,0.7798845357358402
iemocap4,68,0.7,fixed0.9,task,,weighted_f1,0.7917821858417068
iemocap4,68,0.7,fixed0.8,current_observed_write_fit,audio,err_after,0.14799618131725029
iemocap4,68,0.7,fixed0.8,current_observed_write_fit,text,err_after,0.20646613017847973
iemocap4,68,0.7,fixed0.8,current_observed_write_fit,visual,err_after,0.14013981503520379
iemocap4,68,0.7,fixed0.8,retention,audio,err_decay,0.2753502309624753
iemocap4,68,0.7,fixed0.8,retention,text,err_decay,0.3183076839215752
iemocap4,68,0.7,fixed0.8,retention,visual,err_decay,0.25927051013038327
iemocap4,68,0.7,fixed0.8,task,,accuracy,0.7921031426269137
iemocap4,68,0.7,fixed0.8,task,,macro_f1,0.7813526107118842
iemocap4,68,0.7,fixed0.8,task,,weighted_f1,0.7926247294197593
iemocap4,68,all,reference,current_observed_write_fit,audio,err_after,0.0017387406496524704
iemocap4,68,all,reference,current_observed_write_fit,text,err_after,0.0023935720437848196
iemocap4,68,all,reference,current_observed_write_fit,visual,err_after,0.0015689664724028976
iemocap4,68,all,reference,task,,accuracy,0.8157937147461725
iemocap4,68,all,reference,task,,macro_f1,0.8074886728611252
iemocap4,68,all,reference,task,,weighted_f1,0.8164686370261716
iemocap4,68,all,fixed0.95,current_observed_write_fit,audio,err_after,0.03847729992467836
iemocap4,68,all,fixed0.95,current_observed_write_fit,text,err_after,0.05543072794904907
iemocap4,68,all,fixed0.95,current_observed_write_fit,visual,err_after,0.03551493570048767
iemocap4,68,all,fixed0.95,task,,accuracy,0.8170829975825947
iemocap4,68,all,fixed0.95,task,,macro_f1,0.8091146600374913
iemocap4,68,all,fixed0.95,task,,weighted_f1,0.8177064142083913
iemocap4,68,all,fixed0.9,current_observed_write_fit,audio,err_after,0.07403649074640399
iemocap4,68,all,fixed0.9,current_observed_write_fit,text,err_after,0.10674501133497828
iemocap4,68,all,fixed0.9,current_observed_write_fit,visual,err_after,0.06847557405958302
iemocap4,68,all,fixed0.9,task,,accuracy,0.8177276390008058
iemocap4,68,all,fixed0.9,task,,macro_f1,0.8099280215334445
iemocap4,68,all,fixed0.9,task,,weighted_f1,0.8183418978999684
iemocap4,68,all,fixed0.8,current_observed_write_fit,audio,err_after,0.14203785619049156
iemocap4,68,all,fixed0.8,current_observed_write_fit,text,err_after,0.20479631766465253
iemocap4,68,all,fixed0.8,current_observed_write_fit,visual,err_after,0.13207512934149646
iemocap4,68,all,fixed0.8,task,,accuracy,0.8191780821917808
iemocap4,68,all,fixed0.8,task,,macro_f1,0.8117609244215755
iemocap4,68,all,fixed0.8,task,,weighted_f1,0.8197471744938554
iemocap4,69,0,reference,current_observed_write_fit,audio,err_after,0.001601335235940464
iemocap4,69,0,reference,current_observed_write_fit,text,err_after,0.0026370511325987463
iemocap4,69,0,reference,current_observed_write_fit,visual,err_after,0.0015961164214590873
iemocap4,69,0,reference,task,,accuracy,0.8404512489927478
iemocap4,69,0,reference,task,,macro_f1,0.832381584624383
iemocap4,69,0,reference,task,,weighted_f1,0.8402846788891568
iemocap4,69,0,fixed0.95,current_observed_write_fit,audio,err_after,0.03360391866921034
iemocap4,69,0,fixed0.95,current_observed_write_fit,text,err_after,0.05560873178002521
iemocap4,69,0,fixed0.95,current_observed_write_fit,visual,err_after,0.0321829804440117
iemocap4,69,0,fixed0.95,task,,accuracy,0.8412570507655117
iemocap4,69,0,fixed0.95,task,,macro_f1,0.8328709951950891
iemocap4,69,0,fixed0.95,task,,weighted_f1,0.8411737327799927
iemocap4,69,0,fixed0.9,current_observed_write_fit,audio,err_after,0.06463083393751616
iemocap4,69,0,fixed0.9,current_observed_write_fit,text,err_after,0.10666330824297024
iemocap4,69,0,fixed0.9,current_observed_write_fit,visual,err_after,0.06201042477889973
iemocap4,69,0,fixed0.9,task,,accuracy,0.8428686543110395
iemocap4,69,0,fixed0.9,task,,macro_f1,0.8343739604012225
iemocap4,69,0,fixed0.9,task,,weighted_f1,0.8428522945797222
iemocap4,69,0,fixed0.8,current_observed_write_fit,audio,err_after,0.1239244894756925
iemocap4,69,0,fixed0.8,current_observed_write_fit,text,err_after,0.20354767456373252
iemocap4,69,0,fixed0.8,current_observed_write_fit,visual,err_after,0.11967893273209985
iemocap4,69,0,fixed0.8,task,,accuracy,0.8485092667203867
iemocap4,69,0,fixed0.8,task,,macro_f1,0.8399880801464292
iemocap4,69,0,fixed0.8,task,,weighted_f1,0.848420235099717
iemocap4,69,0.1,reference,current_observed_write_fit,audio,err_after,0.001595135368199469
iemocap4,69,0.1,reference,current_observed_write_fit,text,err_after,0.0025841761597990877
iemocap4,69,0.1,reference,current_observed_write_fit,visual,err_after,0.0015845969317746366
iemocap4,69,0.1,reference,retention,audio,err_decay,0.0488571651900808
iemocap4,69,0.1,reference,retention,text,err_decay,0.05020278540510937
iemocap4,69,0.1,reference,retention,visual,err_decay,0.062361370691138764
iemocap4,69,0.1,reference,task,,accuracy,0.8283642224012893
iemocap4,69,0.1,reference,task,,macro_f1,0.8214519013144954
iemocap4,69,0.1,reference,task,,weighted_f1,0.8283811945469287
iemocap4,69,0.1,fixed0.95,current_observed_write_fit,audio,err_after,0.034047123747120614
iemocap4,69,0.1,fixed0.95,current_observed_write_fit,text,err_after,0.05540655424982579
iemocap4,69,0.1,fixed0.95,current_observed_write_fit,visual,err_after,0.03296318216954115
iemocap4,69,0.1,fixed0.95,retention,audio,err_decay,0.0686032300000079
iemocap4,69,0.1,fixed0.95,retention,text,err_decay,0.09250202422203907
iemocap4,69,0.1,fixed0.95,retention,visual,err_decay,0.08315891473203142
iemocap4,69,0.1,fixed0.95,task,,accuracy,0.8323932312651088
iemocap4,69,0.1,fixed0.95,task,,macro_f1,0.8258138252784928
iemocap4,69,0.1,fixed0.95,task,,weighted_f1,0.8323016011200094
iemocap4,69,0.1,fixed0.9,current_observed_write_fit,audio,err_after,0.06547308897112224
iemocap4,69,0.1,fixed0.9,current_observed_write_fit,text,err_after,0.10635051550646417
iemocap4,69,0.1,fixed0.9,current_observed_write_fit,visual,err_after,0.06352050897862455
iemocap4,69,0.1,fixed0.9,retention,audio,err_decay,0.09279249199122812
iemocap4,69,0.1,fixed0.9,retention,text,err_decay,0.13786727911200752
iemocap4,69,0.1,fixed0.9,retention,visual,err_decay,0.10773131407820957
iemocap4,69,0.1,fixed0.9,task,,accuracy,0.8340048348106366
iemocap4,69,0.1,fixed0.9,task,,macro_f1,0.8274626781025156
iemocap4,69,0.1,fixed0.9,task,,weighted_f1,0.8339502142813225
iemocap4,69,0.1,fixed0.8,current_observed_write_fit,audio,err_after,0.1254869639573841
iemocap4,69,0.1,fixed0.8,current_observed_write_fit,text,err_after,0.20313445958590778
iemocap4,69,0.1,fixed0.8,current_observed_write_fit,visual,err_after,0.12254855309874586
iemocap4,69,0.1,fixed0.8,retention,audio,err_decay,0.14254857837093166
iemocap4,69,0.1,fixed0.8,retention,text,err_decay,0.22702403456540937
iemocap4,69,0.1,fixed0.8,retention,visual,err_decay,0.15834005433809606
iemocap4,69,0.1,fixed0.8,task,,accuracy,0.83883964544722
iemocap4,69,0.1,fixed0.8,task,,macro_f1,0.8322902729896341
iemocap4,69,0.1,fixed0.8,task,,weighted_f1,0.8388167910828295
iemocap4,69,0.3,reference,current_observed_write_fit,audio,err_after,0.0016059469345630975
iemocap4,69,0.3,reference,current_observed_write_fit,text,err_after,0.0024793659224990913
iemocap4,69,0.3,reference,current_observed_write_fit,visual,err_after,0.0015626368926187906
iemocap4,69,0.3,reference,retention,audio,err_decay,0.10266846700802992
iemocap4,69,0.3,reference,retention,text,err_decay,0.11139885921913542
iemocap4,69,0.3,reference,retention,visual,err_decay,0.1045159997824484
iemocap4,69,0.3,reference,task,,accuracy,0.8186946011281225
iemocap4,69,0.3,reference,task,,macro_f1,0.810282501486038
iemocap4,69,0.3,reference,task,,weighted_f1,0.8182524477117213
iemocap4,69,0.3,fixed0.95,current_observed_write_fit,audio,err_after,0.03577151234291263
iemocap4,69,0.3,fixed0.95,current_observed_write_fit,text,err_after,0.05538807859563582
iemocap4,69,0.3,fixed0.95,current_observed_write_fit,visual,err_after,0.034241636503557965
iemocap4,69,0.3,fixed0.95,retention,audio,err_decay,0.11988406444703739
iemocap4,69,0.3,fixed0.95,retention,text,err_decay,0.14574696261324097
iemocap4,69,0.3,fixed0.95,retention,visual,err_decay,0.12245548215424085
iemocap4,69,0.3,fixed0.95,task,,accuracy,0.8227236099919419
iemocap4,69,0.3,fixed0.95,task,,macro_f1,0.8141878803609705
iemocap4,69,0.3,fixed0.95,task,,weighted_f1,0.8225240563561961
iemocap4,69,0.3,fixed0.9,current_observed_write_fit,audio,err_after,0.06877805491340125
iemocap4,69,0.3,fixed0.9,current_observed_write_fit,text,err_after,0.10653709892193178
iemocap4,69,0.3,fixed0.9,current_observed_write_fit,visual,err_after,0.06604864016615461
iemocap4,69,0.3,fixed0.9,retention,audio,err_decay,0.14148380685963347
iemocap4,69,0.3,fixed0.9,retention,text,err_decay,0.18407613103351506
iemocap4,69,0.3,fixed0.9,retention,visual,err_decay,0.14456753924282062
iemocap4,69,0.3,fixed0.9,task,,accuracy,0.821917808219178
iemocap4,69,0.3,fixed0.9,task,,macro_f1,0.8133273690627327
iemocap4,69,0.3,fixed0.9,task,,weighted_f1,0.8218133943978834
iemocap4,69,0.3,fixed0.8,current_observed_write_fit,audio,err_after,0.13176222686301234
iemocap4,69,0.3,fixed0.8,current_observed_write_fit,text,err_after,0.20409253964877988
iemocap4,69,0.3,fixed0.8,current_observed_write_fit,visual,err_after,0.12756983424539017
iemocap4,69,0.3,fixed0.8,retention,audio,err_decay,0.18699402074950436
iemocap4,69,0.3,fixed0.8,retention,text,err_decay,0.26185316383315804
iemocap4,69,0.3,fixed0.8,retention,visual,err_decay,0.19204375623231834
iemocap4,69,0.3,fixed0.8,task,,accuracy,0.8243352135374697
iemocap4,69,0.3,fixed0.8,task,,macro_f1,0.8165071341803591
iemocap4,69,0.3,fixed0.8,task,,weighted_f1,0.8243194292093472
iemocap4,69,0.5,reference,current_observed_write_fit,audio,err_after,0.001570741560988611
iemocap4,69,0.5,reference,current_observed_write_fit,text,err_after,0.0024172075820193878
iemocap4,69,0.5,reference,current_observed_write_fit,visual,err_after,0.001542179018786757
iemocap4,69,0.5,reference,retention,audio,err_decay,0.1639402755536139
iemocap4,69,0.5,reference,retention,text,err_decay,0.16495320791866452
iemocap4,69,0.5,reference,retention,visual,err_decay,0.15019390805402683
iemocap4,69,0.5,reference,task,,accuracy,0.8025785656728445
iemocap4,69,0.5,reference,task,,macro_f1,0.7921331153891131
iemocap4,69,0.5,reference,task,,weighted_f1,0.8035708739115069
iemocap4,69,0.5,fixed0.95,current_observed_write_fit,audio,err_after,0.03628543286121779
iemocap4,69,0.5,fixed0.95,current_observed_write_fit,text,err_after,0.055810125898845306
iemocap4,69,0.5,fixed0.95,current_observed_write_fit,visual,err_after,0.03565435513168262
iemocap4,69,0.5,fixed0.95,retention,audio,err_decay,0.17806822790289972
iemocap4,69,0.5,fixed0.95,retention,text,err_decay,0.19481393871204747
iemocap4,69,0.5,fixed0.95,retention,visual,err_decay,0.16446224183021557
iemocap4,69,0.5,fixed0.95,task,,accuracy,0.8025785656728445
iemocap4,69,0.5,fixed0.95,task,,macro_f1,0.7918071120201975
iemocap4,69,0.5,fixed0.95,task,,weighted_f1,0.8036889084174481
iemocap4,69,0.5,fixed0.9,current_observed_write_fit,audio,err_after,0.06991706340818009
iemocap4,69,0.5,fixed0.9,current_observed_write_fit,text,err_after,0.10740015804634309
iemocap4,69,0.5,fixed0.9,current_observed_write_fit,visual,err_after,0.06887774844339957
iemocap4,69,0.5,fixed0.9,retention,audio,err_decay,0.19668011671555935
iemocap4,69,0.5,fixed0.9,retention,text,err_decay,0.22879026552031517
iemocap4,69,0.5,fixed0.9,retention,visual,err_decay,0.18247254591789983
iemocap4,69,0.5,fixed0.9,task,,accuracy,0.8058017727639001
iemocap4,69,0.5,fixed0.9,task,,macro_f1,0.7959887045876048
iemocap4,69,0.5,fixed0.9,task,,weighted_f1,0.8068700765572172
iemocap4,69,0.5,fixed0.8,current_observed_write_fit,audio,err_after,0.13451157001618522
iemocap4,69,0.5,fixed0.8,current_observed_write_fit,text,err_after,0.2057564708105651
iemocap4,69,0.5,fixed0.8,current_observed_write_fit,visual,err_after,0.13329302402686344
iemocap4,69,0.5,fixed0.8,retention,audio,err_decay,0.2377834419261125
iemocap4,69,0.5,fixed0.8,retention,text,err_decay,0.29929888251523373
iemocap4,69,0.5,fixed0.8,retention,visual,err_decay,0.2225578558910638
iemocap4,69,0.5,fixed0.8,task,,accuracy,0.8082191780821918
iemocap4,69,0.5,fixed0.8,task,,macro_f1,0.7991478462980673
iemocap4,69,0.5,fixed0.8,task,,weighted_f1,0.809190983232406
iemocap4,69,0.7,reference,current_observed_write_fit,audio,err_after,0.0015928110741312807
iemocap4,69,0.7,reference,current_observed_write_fit,text,err_after,0.0023081520652163657
iemocap4,69,0.7,reference,current_observed_write_fit,visual,err_after,0.0015123287712695082
iemocap4,69,0.7,reference,retention,audio,err_decay,0.2305596574806994
iemocap4,69,0.7,reference,retention,text,err_decay,0.2148777636713592
iemocap4,69,0.7,reference,retention,visual,err_decay,0.1943353559724542
iemocap4,69,0.7,reference,task,,accuracy,0.750201450443191
iemocap4,69,0.7,reference,task,,macro_f1,0.7438527738014317
iemocap4,69,0.7,reference,task,,weighted_f1,0.753449623298715
iemocap4,69,0.7,fixed0.95,current_observed_write_fit,audio,err_after,0.038537493916379846
