dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
IEMOCAPFour,0.5,audio,570,31,0.054385964912280704
IEMOCAPFour,0.5,text,586,19,0.032423208191126277
IEMOCAPFour,0.5,visual,555,30,0.05405405405405406
