dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
IEMOCAPFour,0.5,audio,539,1.8089053803339519,1.0,3.0
IEMOCAPFour,0.5,text,567,1.7989417989417988,1.0,3.0
IEMOCAPFour,0.5,visual,525,1.8171428571428572,1.0,3.0
