seed,rate,pattern,t,n,weighted_f1,score_delta_mean,score_mae,score_p90_abs,sign_flip_percent
67,0.6,ALL,-0.5,189,85.21524771524773,0.021523941214634943,0.03330034095912226,0.10104837417602541,0.0
67,0.6,ALL,0.0,189,85.21524771524773,0.011817647154053684,0.020320226709363322,0.05907361507415777,0.0
67,0.6,ALL,0.5,189,85.21524771524773,0.004581383769474332,0.00932313320497987,0.023581409454345708,0.0
67,0.6,ALL,1.0,189,85.21524771524773,0.0,0.0,0.0,0.0
67,0.6,AT,-1.0,67,93.96050052766472,0.014557242171088261,0.03279253551319464,0.067496919631958,0.0
67,0.6,AT,-0.5,67,93.96050052766472,0.007880532363457466,0.02041688127749002,0.04386637210845947,0.0
67,0.6,AT,0.0,67,93.96050052766472,0.00298646804112107,0.012224068837379342,0.02619933038949966,0.0
67,0.6,AT,0.5,67,93.96050052766472,0.00036057240482586535,0.005738325194636388,0.012670803070068359,0.0
67,0.6,AT,1.0,67,93.96050052766472,0.0,0.0,0.0,0.0
67,0.6,AV,-1.0,64,73.37900660631269,0.0015832372155273333,0.01511947343533393,0.023544704914093016,0.0
67,0.6,AV,-0.5,64,73.37900660631269,-1.4318138710223138e-05,0.01377915775810834,0.02022196426987648,0.0
67,0.6,AV,0.0,64,73.37900660631269,-0.0008280352922156453,0.010795362177304924,0.016329199075698853,0.0
67,0.6,AV,0.5,64,73.37900660631269,-0.0008158771088346839,0.00618352962192148,0.009904148429632187,0.0
67,0.6,AV,1.0,64,73.37900660631269,0.0,0.0,0.0,0.0
67,0.6,TV,-1.0,58,87.98870714372026,0.08900181884909499,0.10392985762707119,0.1791283130645752,0.0
67,0.6,TV,-0.5,58,87.98870714372026,0.061050785898134625,0.06972357412350588,0.11835269331932069,0.0
67,0.6,TV,0.0,58,87.98870714372026,0.03597303813901441,0.04018288028651271,0.07426614165306092,0.0
67,0.6,TV,0.5,58,87.98870714372026,0.015412746832288545,0.01692859468788936,0.03360893428325653,0.0
67,0.6,TV,1.0,58,87.98870714372026,0.0,0.0,0.0,0.0
67,0.7,ALL,-1.0,134,75.38548412448263,0.028043197704228893,0.043584988535896166,0.11997839808464052,0.0
67,0.7,ALL,-0.5,134,74.6381803357793,0.01825259329834536,0.030289272499729448,0.08747170567512513,0.7462686567164178
67,0.7,ALL,0.0,134,74.6381803357793,0.009981945810366922,0.019017450636558568,0.056921130418777464,0.7462686567164178
67,0.7,ALL,0.5,134,75.38548412448263,0.003844292257537148,0.009123017921098578,0.024890124797821045,0.0
67,0.7,ALL,1.0,134,75.38548412448263,0.0,0.0,0.0,0.0
67,0.7,AT,-1.0,44,93.19965748537177,0.01999042979018255,0.03566287237812172,0.07716643810272217,0.0
67,0.7,AT,-0.5,44,93.19965748537177,0.010270331901582804,0.021353168074380268,0.05214438438415529,0.0
67,0.7,AT,0.0,44,93.19965748537177,0.003328577699986371,0.012380645695057783,0.02924382686614991,0.0
67,0.7,AT,0.5,44,93.19965748537177,-9.017048234289342e-05,0.005882098762826486,0.012881112098693848,0.0
67,0.7,AT,1.0,44,93.19965748537177,0.0,0.0,0.0,0.0
67,0.7,AV,-1.0,52,61.192480682735564,0.002460441068531229,0.016759371796909433,0.03261465728282928,0.0
67,0.7,AV,-0.5,52,59.38926694805754,0.00023244667010238537,0.015078499608744796,0.026359562575817105,1.9230769230769231
67,0.7,AV,0.0,52,59.38926694805754,-0.0009522760967509105,0.01169648700250456,0.018441709876060485,1.9230769230769231
67,0.7,AV,0.5,52,61.192480682735564,-0.0010254613052193935,0.0066674633238178035,0.010448597371578217,0.0
67,0.7,AV,1.0,52,61.192480682735564,0.0,0.0,0.0,0.0
67,0.7,TV,-1.0,38,73.53678313430635,0.07237543805355304,0.08946670383509052,0.17528513669967652,0.0
67,0.7,TV,-0.5,38,73.53678313430635,0.05215435977535028,0.061451082632533814,0.12005777060985567,0.0
67,0.7,TV,0.0,38,73.53678313430635,0.03264846517949512,0.0367203329101597,0.07327466309070588,0.0
67,0.7,TV,0.5,38,73.53678313430635,0.015063859252749305,0.01623589376379785,0.03275611102581025,0.0
67,0.7,TV,1.0,38,73.53678313430635,0.0,0.0,0.0,0.0
68,0.0,ALL,-1.0,0,,,,,
68,0.0,ALL,-0.5,0,,,,,
68,0.0,ALL,0.0,0,,,,,
68,0.0,ALL,0.5,0,,,,,
68,0.0,ALL,1.0,0,,,,,
68,0.0,AT,-1.0,0,,,,,
68,0.0,AT,-0.5,0,,,,,
68,0.0,AT,0.0,0,,,,,
68,0.0,AT,0.5,0,,,,,
68,0.0,AT,1.0,0,,,,,
68,0.0,AV,-1.0,0,,,,,
68,0.0,AV,-0.5,0,,,,,
68,0.0,AV,0.0,0,,,,,
68,0.0,AV,0.5,0,,,,,
68,0.0,AV,1.0,0,,,,,
68,0.0,TV,-1.0,0,,,,,
68,0.0,TV,-0.5,0,,,,,
68,0.0,TV,0.0,0,,,,,
68,0.0,TV,0.5,0,,,,,
68,0.0,TV,1.0,0,,,,,
68,0.1,ALL,-1.0,171,77.2479485855282,0.020195653215486404,0.0435545927686998,0.08419035375118256,1.7543859649122806
68,0.1,ALL,-0.5,171,77.82372943663266,0.014609557124432068,0.03191638626811797,0.060457468032836914,1.1695906432748537
68,0.1,ALL,0.0,171,77.2479485855282,0.009249784161298596,0.02073865259687106,0.04274249076843262,0.5847953216374269
68,0.1,ALL,0.5,171,77.2479485855282,0.004331970129880989,0.010106983970393214,0.020974576473236084,0.5847953216374269
68,0.1,ALL,1.0,171,76.67094722680852,0.0,0.0,0.0,0.0
68,0.1,AT,-1.0,47,80.57867497957083,0.037980708868262616,0.04904582672455209,0.10795658826828003,2.127659574468085
68,0.1,AT,-0.5,47,82.620037498981,0.02703303352315375,0.03531727765468841,0.07853825092315674,0.0
68,0.1,AT,0.0,47,82.620037498981,0.016937730477211324,0.022437315354955956,0.05035963058471679,0.0
68,0.1,AT,0.5,47,82.620037498981,0.007885865867137909,0.01061654360370433,0.02404447793960571,0.0
68,0.1,AT,1.0,47,82.620037498981,0.0,0.0,0.0,0.0
68,0.1,AV,-1.0,53,60.17959842599132,-0.030157219618558884,0.032243079382855935,0.057142920419573785,3.7735849056603774
68,0.1,AV,-0.5,53,60.17959842599132,-0.022834412753582,0.024211255868650833,0.045412576198577886,3.7735849056603774
68,0.1,AV,0.0,53,58.134770889487875,-0.015473685385483616,0.01622169612432426,0.03077015429735184,1.8867924528301887
68,0.1,AV,0.5,53,58.134770889487875,-0.007894403494472773,0.00818612886909044,0.017150020599365236,1.8867924528301887
68,0.1,AV,1.0,53,56.04442372778307,0.0,0.0,0.0,0.0
68,0.1,TV,-1.0,71,87.33913973350593,0.04600980313835849,0.04836335633946976,0.08746683597564697,0.0
68,0.1,TV,-0.5,71,87.33913973350593,0.03433669814971131,0.03541680902872287,0.060457468032836914,0.0
68,0.1,TV,0.0,71,87.33913973350593,0.022616127951883933,0.02298599827877233,0.04270219802856445,0.0
68,0.1,TV,0.5,71,87.33913973350593,0.01110612086846795,0.011203547598610461,0.020974576473236084,0.0
68,0.1,TV,1.0,71,87.33913973350593,0.0,0.0,0.0,0.0
68,0.2,ALL,-1.0,259,80.37136251880665,0.019312026583262393,0.04100865625477896,0.08623847365379333,1.5444015444015444
68,0.2,ALL,-0.5,259,80.74928701063003,0.013582979613001742,0.030237307728890286,0.061601442098617565,1.1583011583011582
68,0.2,ALL,0.0,259,81.14111300826522,0.00832393134739178,0.019834397662733053,0.0395756483078003,0.7722007722007722
68,0.2,ALL,0.5,259,80.74928701063003,0.0037467793622647473,0.009807807231559256,0.019537568092346202,0.3861003861003861
68,0.2,ALL,1.0,259,81.14111300826522,0.0,0.0,0.0,0.0
68,0.2,AT,-1.0,79,87.23336835609814,0.03529015039624293,0.048702119719944426,0.11195580959320071,1.2658227848101267
68,0.2,AT,-0.5,79,87.23336835609814,0.025393245505947102,0.03565383577554286,0.08461713790893556,1.2658227848101267
68,0.2,AT,0.0,79,87.23336835609814,0.01608287415738347,0.023096209415529347,0.05651528835296631,1.2658227848101267
68,0.2,AT,0.5,79,85.91471139449905,0.0075659978710397886,0.011165020633724671,0.02818758487701416,0.0
68,0.2,AT,1.0,79,85.91471139449905,0.0,0.0,0.0,0.0
68,0.2,AV,-1.0,86,67.44186046511629,-0.021796838575324346,0.027676501852828404,0.052769869565963745,3.488372093023256
68,0.2,AV,-0.5,86,68.65984244539838,-0.017043960410668406,0.02164854124448327,0.041671931743621826,2.3255813953488373
68,0.2,AV,0.0,86,69.76744186046511,-0.011987243692368962,0.0152290565893054,0.03007104992866516,1.1627906976744187
68,0.2,AV,0.5,86,69.76744186046511,-0.006373576581651388,0.008147724904119968,0.01623387634754181,1.1627906976744187
68,0.2,AV,1.0,86,70.87126751261852,0.0,0.0,0.0,0.0
68,0.2,TV,-1.0,94,86.0876903430095,0.043493841715315555,0.04674037609328615,0.08496477454900743,0.0
68,0.2,TV,-0.5,94,86.0876903430095,0.0316777225544161,0.0335429268988206,0.06040143370628357,0.0
68,0.2,TV,0.0,94,86.0876903430095,0.02038568210728625,0.021306484937667847,0.039186990261077886,0.0
68,0.2,TV,0.5,94,86.0876903430095,0.009796059670600486,0.010185969161226395,0.018704938888549807,0.0
68,0.2,TV,1.0,94,86.0876903430095,0.0,0.0,0.0,0.0
68,0.3,ALL,-1.0,282,83.40745735167633,0.02322828763078713,0.04835560225637246,0.10088527202606204,1.4184397163120568
68,0.3,ALL,-0.5,282,83.38858338858338,0.016672044536693298,0.03569868621119159,0.0740977730602026,0.7092198581560284
68,0.3,ALL,0.0,282,83.73211024758993,0.010487256802829867,0.023356746149031406,0.04897379875183106,0.3546099290780142
68,0.3,ALL,0.5,282,83.38858338858338,0.004894423212671111,0.01143251396451436,0.024501001834869394,0.0
68,0.3,ALL,1.0,282,83.38858338858338,0.0,0.0,0.0,0.0
68,0.3,AT,-1.0,93,89.18639758461782,0.05015170538137036,0.05838270433327203,0.12539134025573728,2.1505376344086025
68,0.3,AT,-0.5,93,90.23627144244256,0.036687356590103075,0.04293266846047294,0.0963766574859619,1.0752688172043012
68,0.3,AT,0.0,93,91.29064419644293,0.02366627862937348,0.0279035369354871,0.06342149972915649,0.0
68,0.3,AT,0.5,93,91.29064419644293,0.011361739508086634,0.0135312652595902,0.03125531673431396,0.0
68,0.3,AT,1.0,93,91.29064419644293,0.0,0.0,0.0,0.0
68,0.3,AV,-1.0,92,74.21118012422362,-0.03311749007147939,0.0348796121492658,0.06804756224155427,1.0869565217391304
68,0.3,AV,-0.5,92,74.21118012422362,-0.02494905265453069,0.026631373669142307,0.05060617998242378,1.0869565217391304
68,0.3,AV,0.0,92,74.21118012422362,-0.016758351910697376,0.018160194199046364,0.03385337293148041,1.0869565217391304
68,0.3,AV,0.5,92,73.11994626572631,-0.008445957493360924,0.009298576507717371,0.017906805872917184,0.0
68,0.3,AV,1.0,92,73.11994626572631,0.0,0.0,0.0,0.0
68,0.3,TV,-1.0,97,86.51827811789002,0.05085647008237765,0.051523340366703946,0.08679139614105226,1.0309278350515463
68,0.3,TV,-0.5,97,85.44577830038192,0.0369577859864407,0.03736293780588612,0.060644960403442395,0.0
68,0.3,TV,0.0,97,85.44577830038192,0.02369289568711802,0.02392614033726073,0.03878066539764405,0.0
68,0.3,TV,0.5,97,85.44577830038192,0.011346532588767022,0.01144424979526972,0.019370007514953623,0.0
68,0.3,TV,1.0,97,85.44577830038192,0.0,0.0,0.0,0.0
68,0.4,ALL,-1.0,285,77.01076688797751,0.025395023639787708,0.04352080350120862,0.08807415962219238,0.3508771929824561
68,0.4,ALL,-0.5,285,77.38700378970779,0.01778532158125911,0.03188543026907402,0.0652026504278183,0.0
68,0.4,ALL,0.0,285,77.38700378970779,0.010883235879111709,0.020721665273110073,0.04322042465209961,0.0
68,0.4,ALL,0.5,285,77.38700378970779,0.004901319716060371,0.010093972805822105,0.02154004573822021,0.0
68,0.4,ALL,1.0,285,77.38700378970779,0.0,0.0,0.0,0.0
68,0.4,AT,-1.0,92,84.69870327993895,0.04285469967062059,0.05578487131582654,0.1235674023628235,0.0
68,0.4,AT,-0.5,92,84.69870327993895,0.030917701189932617,0.04051621290652648,0.0912016808986664,0.0
68,0.4,AT,0.0,92,84.69870327993895,0.019636206733791725,0.025958501855316368,0.057562398910522464,0.0
68,0.4,AT,0.5,92,84.69870327993895,0.009267988675476416,0.012402037826731153,0.027624968066811563,0.0
68,0.4,AT,1.0,92,84.69870327993895,0.0,0.0,0.0,0.0
68,0.4,AV,-1.0,89,51.4227119013854,-0.02016518024330059,0.023713214532210584,0.04955756664276124,1.1235955056179776
68,0.4,AV,-0.5,89,52.65071137857863,-0.01601436882792564,0.01876338477131356,0.038819229602813726,0.0
68,0.4,AV,0.0,89,52.65071137857863,-0.011411127937811145,0.013365600153468968,0.026181031763553624,0.0
68,0.4,AV,0.5,89,52.65071137857863,-0.006129407836647516,0.007183924338288522,0.01415805220603943,0.0
68,0.4,AV,1.0,89,52.65071137857863,0.0,0.0,0.0,0.0
68,0.4,TV,-1.0,104,92.2071392659628,0.04893894624323226,0.049622545609823786,0.08342852666974068,0.0
68,0.4,TV,-0.5,104,92.2071392659628,0.03509295160452334,0.035479949948449545,0.061463314294815066,0.0
68,0.4,TV,0.0,104,92.2071392659628,0.022219053774069134,0.022384173254697368,0.04015450626611709,0.0
68,0.4,TV,0.5,104,92.2071392659628,0.010478254407644272,0.010542552918195724,0.01960864067077637,0.0
68,0.4,TV,1.0,104,92.2071392659628,0.0,0.0,0.0,0.0
68,0.5,ALL,-1.0,257,79.74980997471889,0.02071861329883453,0.03970269209448002,0.08547973632812503,1.556420233463035
68,0.5,ALL,-0.5,257,79.3692299460129,0.014715662015899146,0.029037165937488646,0.06278990507125855,1.1673151750972763
68,0.5,ALL,0.0,257,78.98832684824902,0.009172184646477495,0.018954708085101867,0.041640517115592954,0.7782101167315175
68,0.5,ALL,0.5,257,79.38499138356316,0.004228644145485956,0.009300078413945692,0.020515847206115722,0.38910505836575876
68,0.5,ALL,1.0,257,79.00307863342884,0.0,0.0,0.0,0.0
68,0.5,AT,-1.0,88,81.72303886589603,0.038982458666644314,0.05197749769484455,0.10418487191200256,0.0
68,0.5,AT,-0.5,88,81.72303886589603,0.027817361310801723,0.037595171058042484,0.07608468234539031,0.0
68,0.5,AT,0.0,88,81.72303886589603,0.017501932738179512,0.024023354138163002,0.049005937576293936,0.0
68,0.5,AT,0.5,88,81.72303886589603,0.008196055719798262,0.011466319080103527,0.023206494748592373,0.0
68,0.5,AT,1.0,88,81.72303886589603,0.0,0.0,0.0,0.0
68,0.5,AV,-1.0,83,72.36194156459487,-0.020032388640634984,0.022606430126421422,0.05865585356950758,4.819277108433735
68,0.5,AV,-0.5,83,71.16859044569888,-0.015293293396931097,0.017270137095846325,0.04331235587596892,3.614457831325301
68,0.5,AV,0.0,83,69.96716679025135,-0.01045716634715896,0.011951684413186038,0.027007865905761718,2.4096385542168677
68,0.5,AV,0.5,83,71.15998879237884,-0.005383525582322155,0.006250016615692392,0.013953268527984616,1.2048192771084338
68,0.5,AV,1.0,83,69.94076523960766,0.0,0.0,0.0,0.0
68,0.5,TV,-1.0,86,84.86086470071125,0.04135948270126138,0.04364230663537286,0.07990700006484985,0.0
68,0.5,TV,-0.5,86,84.86086470071125,0.030271403426521046,0.031636688533390675,0.0589214563369751,0.0
68,0.5,TV,0.0,86,84.86086470071125,0.01959332767440829,0.02052691869091156,0.03939008712768555,0.0
68,0.5,TV,0.5,86,84.86086470071125,0.009445828667213751,0.010027124351540278,0.01951035112142563,0.0
68,0.5,TV,1.0,86,84.86086470071125,0.0,0.0,0.0,0.0
68,0.6,ALL,-1.0,178,80.78098339528978,0.027427629337468173,0.042914570016221384,0.08632507324218754,0.5617977528089888
68,0.6,ALL,-0.5,178,80.78098339528978,0.019394869215033028,0.03112971062740583,0.06346765756607056,0.5617977528089888
68,0.6,ALL,0.0,178,80.78098339528978,0.012053376848526885,0.020053918012993388,0.04117365330457688,0.5617977528089888
68,0.6,ALL,0.5,178,80.2354663795917,0.005570944639320454,0.009663865608529429,0.019799512624740605,0.0
68,0.6,ALL,1.0,178,80.2354663795917,0.0,0.0,0.0,0.0
68,0.6,AT,-1.0,70,84.08163265306122,0.036038127009357726,0.05063462800213269,0.10180091038346291,0.0
68,0.6,AT,-0.5,70,84.08163265306122,0.02580068175281797,0.03675967901945114,0.07549397349357606,0.0
68,0.6,AT,0.0,70,84.08163265306122,0.0162946526493345,0.023579423768179758,0.04684396088123322,0.0
68,0.6,AT,0.5,70,84.08163265306122,0.00766493592943464,0.011283605439322336,0.02165884226560593,0.0
68,0.6,AT,1.0,70,84.08163265306122,0.0,0.0,0.0,0.0
68,0.6,AV,-1.0,44,62.366912366912366,-0.014507395342331041,0.024183902931822973,0.05740873068571092,2.272727272727273
68,0.6,AV,-0.5,44,62.366912366912366,-0.011306703429330479,0.01832001283764839,0.040161746740341196,2.272727272727273
68,0.6,AV,0.0,44,62.366912366912366,-0.007905651857568459,0.012613256842913952,0.02749516740441323,2.272727272727273
68,0.6,AV,0.5,44,60.124401913875595,-0.004141916817223484,0.006543903399936177,0.013855302333831788,0.0
68,0.6,AV,1.0,44,60.124401913875595,0.0,0.0,0.0,0.0
68,0.6,TV,-1.0,64,90.48423423423424,0.04684022697620094,0.0473480902146548,0.07787134051322937,0.0
68,0.6,TV,-0.5,64,90.48423423423424,0.033495842944830656,0.03377859992906451,0.055858366191387177,0.0
68,0.6,TV,0.0,64,90.48423423423424,0.021136313676834106,0.021313350647687912,0.0352395161986351,0.0
68,0.6,TV,0.5,64,90.48423423423424,0.00995823391713202,0.010037249187007546,0.017536513507366184,0.0
68,0.6,TV,1.0,64,90.48423423423424,0.0,0.0,0.0,0.0
68,0.7,ALL,-1.0,131,75.70763982977724,0.020533168219200527,0.04064041993203964,0.08197689056396484,1.5267175572519083
68,0.7,ALL,-0.5,131,75.70763982977724,0.014677952335194778,0.03026039026791358,0.06180271506309509,1.5267175572519083
68,0.7,ALL,0.0,131,75.70763982977724,0.009210831052019397,0.019967994247456544,0.04120206832885742,1.5267175572519083
68,0.7,ALL,0.5,131,74.18936731913833,0.004279923348026422,0.009846595663378256,0.019562244415283203,0.0
68,0.7,ALL,1.0,131,74.18936731913833,0.0,0.0,0.0,0.0
68,0.7,AT,-1.0,44,90.9090909090909,0.03632933621040799,0.048888514411043034,0.11791754812002182,0.0
68,0.7,AT,-0.5,44,90.9090909090909,0.026666001755405556,0.036214101636274296,0.0893314227461815,0.0
68,0.7,AT,0.0,44,90.9090909090909,0.017260187728838486,0.02371643619103865,0.05934671759605409,0.0
68,0.7,AT,0.5,44,90.9090909090909,0.00831660425121134,0.011580713093280792,0.02887930124998093,0.0
68,0.7,AT,1.0,44,90.9090909090909,0.0,0.0,0.0,0.0
68,0.7,AV,-1.0,45,55.55555555555556,-0.019465573877096177,0.026566626214318805,0.05252487063407898,2.2222222222222223
68,0.7,AV,-0.5,45,55.55555555555556,-0.015214271636472808,0.02073671350048648,0.04008069634437562,2.2222222222222223
68,0.7,AV,0.0,45,55.55555555555556,-0.01063545002705521,0.014367071001066102,0.02633812427520752,2.2222222222222223
68,0.7,AV,0.5,45,53.47410759175465,-0.005579108372330666,0.007434520166781214,0.013678085803985596,0.0
68,0.7,AV,1.0,45,53.47410759175465,0.0,0.0,0.0,0.0
68,0.7,TV,-1.0,42,81.21693121693121,0.046840596855396315,0.047078623746832214,0.07882008105516433,2.380952380952381
68,0.7,TV,-0.5,42,81.21693121693121,0.03414642624557018,0.03422710822806472,0.05466448068618774,2.380952380952381
68,0.7,TV,0.0,42,81.21693121693121,0.02204204426102695,0.02204204426102695,0.03591896146535873,2.380952380952381
68,0.7,TV,0.5,42,78.83381924198251,0.010614267816501004,0.010614267816501004,0.017694607377052304,0.0
68,0.7,TV,1.0,42,78.83381924198251,0.0,0.0,0.0,0.0
69,0.0,ALL,-1.0,0,,,,,
69,0.0,ALL,-0.5,0,,,,,
69,0.0,ALL,0.0,0,,,,,
69,0.0,ALL,0.5,0,,,,,
69,0.0,ALL,1.0,0,,,,,
69,0.0,AT,-1.0,0,,,,,
69,0.0,AT,-0.5,0,,,,,
69,0.0,AT,0.0,0,,,,,
69,0.0,AT,0.5,0,,,,,
69,0.0,AT,1.0,0,,,,,
69,0.0,AV,-1.0,0,,,,,
69,0.0,AV,-0.5,0,,,,,
69,0.0,AV,0.0,0,,,,,
69,0.0,AV,0.5,0,,,,,
69,0.0,AV,1.0,0,,,,,
69,0.0,TV,-1.0,0,,,,,
69,0.0,TV,-0.5,0,,,,,
69,0.0,TV,0.0,0,,,,,
69,0.0,TV,0.5,0,,,,,
69,0.0,TV,1.0,0,,,,,
69,0.1,ALL,-1.0,153,77.95180722891565,0.04078252836331433,0.049146796010580716,0.14616382122039798,1.3071895424836601
69,0.1,ALL,-0.5,153,78.5982478097622,0.030373153848926616,0.03677304036111808,0.09796345233917236,0.6535947712418301
69,0.1,ALL,0.0,153,78.5982478097622,0.01978951567796126,0.024430652222066532,0.06059887409210205,0.6535947712418301
69,0.1,ALL,0.5,153,78.5982478097622,0.009593316524295636,0.012136768762728357,0.02980610132217409,0.6535947712418301
69,0.1,ALL,1.0,153,79.2487597448618,0.0,0.0,0.0,0.0
69,0.1,AT,-1.0,48,87.5,0.02395456920688351,0.0356559536109368,0.07646430879831315,2.083333333333333
69,0.1,AT,-0.5,48,89.60618692408951,0.01797628332860768,0.025250509458904464,0.05805061459541321,0.0
69,0.1,AT,0.0,48,89.60618692408951,0.011853910128896436,0.016336703905835748,0.03911309838294983,0.0
69,0.1,AT,0.5,48,89.60618692408951,0.005825811065733433,0.008010477138062319,0.019467204809188843,0.0
69,0.1,AT,1.0,48,89.60618692408951,0.0,0.0,0.0,0.0
69,0.1,AV,-1.0,56,63.966429483670865,0.0011074987373181752,0.013499822467565536,0.02756550908088684,0.0
69,0.1,AV,-0.5,56,63.966429483670865,0.0009931344705234682,0.01224348772250648,0.022962607443332672,0.0
69,0.1,AV,0.0,56,63.966429483670865,0.0007417081090222512,0.00957956150107618,0.01728755235671997,0.0
69,0.1,AV,0.5,56,63.966429483670865,0.00040382797098053355,0.005480331917559462,0.009482145309448242,0.0
69,0.1,AV,1.0,56,63.966429483670865,0.0,0.0,0.0,0.0
69,0.1,TV,-1.0,49,83.6734693877551,0.10260995078299727,0.10310171343082068,0.1663569211959839,2.0408163265306123
69,0.1,TV,-0.5,49,83.6734693877551,0.07609419201557734,0.07609419201557734,0.11846368312835694,2.0408163265306123
69,0.1,TV,0.0,49,83.6734693877551,0.04933209302930199,0.04933209302930199,0.07731667011976243,2.0408163265306123
69,0.1,TV,0.5,49,83.6734693877551,0.023786206748716687,0.023786206748716687,0.03578696362674237,2.0408163265306123
69,0.1,TV,1.0,49,85.6522009064382,0.0,0.0,0.0,0.0
69,0.2,ALL,-1.0,250,79.59040529363111,0.03736649688333273,0.04627022837847471,0.13548393845558165,0.4
69,0.2,ALL,-0.5,250,79.59040529363111,0.02709999707713723,0.03418720191344619,0.09170748591423034,0.4
69,0.2,ALL,0.0,250,79.59040529363111,0.017245878089219333,0.0224929203055799,0.05798442810773848,0.4
69,0.2,ALL,0.5,250,79.59040529363111,0.008201269663870334,0.011122454248368741,0.02846482992172241,0.4
69,0.2,ALL,1.0,250,79.17974025974026,0.0,0.0,0.0,0.0
69,0.2,AT,-1.0,90,83.42857142857143,0.02343802164412207,0.0349117678279678,0.06642517447471619,0.0
69,0.2,AT,-0.5,90,83.42857142857143,0.017116504535079003,0.024874383418096436,0.051545797288417836,0.0
69,0.2,AT,0.0,90,83.42857142857143,0.011010081879794598,0.01586111152751578,0.03511641770601276,0.0
69,0.2,AT,0.5,90,83.42857142857143,0.00528396995117267,0.00761984982010391,0.018800258636474623,0.0
69,0.2,AT,1.0,90,83.42857142857143,0.0,0.0,0.0,0.0
69,0.2,AV,-1.0,83,67.49836058080272,-0.0023412287504558102,0.010977920324328434,0.02073135375976562,0.0
69,0.2,AV,-0.5,83,67.49836058080272,-0.0022957152069871685,0.01054208738033671,0.016276705265045165,0.0
69,0.2,AV,0.0,83,67.49836058080272,-0.0019267283671771187,0.008617463027946201,0.013197875022888182,0.0
69,0.2,AV,0.5,83,67.49836058080272,-0.0011637018971055388,0.005102165065795542,0.007716107368469238,0.0
69,0.2,AV,1.0,83,67.49836058080272,0.0,0.0,0.0,0.0
69,0.2,TV,-1.0,77,88.23197263094961,0.09644836700194842,0.09758870913223787,0.15761449337005615,1.2987012987012987
69,0.2,TV,-0.5,77,88.23197263094961,0.07045530160139134,0.07055990543071326,0.1109156370162964,1.2987012987012987
69,0.2,TV,0.0,77,88.23197263094961,0.04520104685193532,0.04520104685193532,0.0706221580505371,1.2987012987012987
69,0.2,TV,0.5,77,88.23197263094961,0.02170581010158186,0.02170581010158186,0.034606307744979865,1.2987012987012987
69,0.2,TV,1.0,77,86.8930658944339,0.0,0.0,0.0,0.0
69,0.3,ALL,-1.0,288,80.01772460396587,0.04322325429206507,0.05123682717223548,0.14523061513900756,1.3888888888888888
69,0.3,ALL,-0.5,288,79.68294271643661,0.031626858797001965,0.037877209229110226,0.10288068056106568,1.0416666666666665
69,0.3,ALL,0.0,288,79.68294271643661,0.020260080750126183,0.024885721585532237,0.0637777328491211,1.0416666666666665
69,0.3,ALL,0.5,288,79.30724246513721,0.009651934792701568,0.012345697329793539,0.030224740505218506,0.0
69,0.3,ALL,1.0,288,79.30724246513721,0.0,0.0,0.0,0.0
69,0.3,AT,-1.0,101,90.21190125769333,0.03347185656133265,0.038527013826193196,0.06733596324920654,0.9900990099009901
69,0.3,AT,-0.5,101,90.21190125769333,0.024695209494911798,0.028257400830193322,0.052606940269470215,0.9900990099009901
69,0.3,AT,0.0,101,90.21190125769333,0.01607554133907698,0.01871759688832087,0.035326600074768066,0.9900990099009901
69,0.3,AT,0.5,101,89.20605982229316,0.007813655144286037,0.009408113620437608,0.017745256423950195,0.0
69,0.3,AT,1.0,101,89.20605982229316,0.0,0.0,0.0,0.0
69,0.3,AV,-1.0,91,66.25633917325851,-0.003449223075921719,0.012223516723939351,0.019750535488128662,1.098901098901099
69,0.3,AV,-0.5,91,65.133316296107,-0.0031851456080982973,0.011127795706820357,0.01804223656654358,0.0
69,0.3,AV,0.0,91,65.133316296107,-0.002558194305543061,0.008831566956999538,0.014166593551635742,0.0
69,0.3,AV,0.5,91,65.133316296107,-0.001496718807534857,0.005138410480467827,0.008307158946990967,0.0
69,0.3,AV,1.0,91,65.133316296107,0.0,0.0,0.0,0.0
69,0.3,TV,-1.0,96,82.10168454733672,0.09772415649301062,0.10158997715916485,0.16038435697555542,2.083333333333333
69,0.3,TV,-0.5,96,82.10168454733672,0.07191841067591061,0.07335426421680798,0.11831331253051758,2.083333333333333
69,0.3,TV,0.0,96,82.10168454733672,0.04629238815202067,0.046593103519019984,0.07495447993278503,2.083333333333333
69,0.3,TV,0.5,96,81.99501424501425,0.022153952731362853,0.022268187516601756,0.03564541041851044,0.0
69,0.3,TV,1.0,96,81.99501424501425,0.0,0.0,0.0,0.0
69,0.4,ALL,-1.0,273,79.53572386153563,0.042382700177721486,0.050191407231784564,0.14271212816238404,1.098901098901099
69,0.4,ALL,-0.5,273,79.53572386153563,0.03079990135853762,0.03702579483035065,0.10318517684936523,1.098901098901099
69,0.4,ALL,0.0,273,79.53572386153563,0.019579341841499995,0.024359842238695303,0.06602783203125001,1.098901098901099
69,0.4,ALL,0.5,273,79.53572386153563,0.009255636169578566,0.012027390696954379,0.030208849906921388,1.098901098901099
69,0.4,ALL,1.0,273,80.62138202509863,0.0,0.0,0.0,0.0
69,0.4,AT,-1.0,85,86.98149682408174,0.026623582051080816,0.033417313239153694,0.07514002323150643,1.1764705882352942
