seed,rate,pattern,t,n,weighted_f1,score_delta_mean,score_mae,score_p90_abs,sign_flip_percent
66,0.3,ALL,0.0,291,77.31958762886599,0.004060657138062506,0.008171380718344265,0.025267601013183594,0.3436426116838488
66,0.3,ALL,0.5,291,77.31958762886599,0.0021321684557342856,0.004345417778004485,0.012303352355957031,0.3436426116838488
66,0.3,ALL,1.0,291,77.6706849713896,0.0,0.0,0.0,0.0
66,0.3,AT,-1.0,100,81.83354350567465,-0.003929377645254135,0.005125290602445602,0.013470137119293213,0.0
66,0.3,AT,-0.5,100,81.83354350567465,-0.0022386136651039125,0.003889804780483246,0.011906480789184581,0.0
66,0.3,AT,0.0,100,81.83354350567465,-0.0011112600564956664,0.0030283744633197783,0.01019433736801148,0.0
66,0.3,AT,0.5,100,81.83354350567465,-0.0004112553596496582,0.0019483715295791626,0.00628483295440674,0.0
66,0.3,AT,1.0,100,81.83354350567465,0.0,0.0,0.0,0.0
66,0.3,AV,-1.0,114,64.80415213689076,-0.002447090226045826,0.005935451407965861,0.012179398536682129,0.8771929824561403
66,0.3,AV,-0.5,114,64.80415213689076,-0.0012568026258234393,0.006146292022445746,0.011390218883752823,0.8771929824561403
66,0.3,AV,0.0,114,64.80415213689076,-0.0003974935726115578,0.0052230784244704665,0.009694336354732514,0.8771929824561403
66,0.3,AV,0.5,114,64.80415213689076,4.871990204903117e-05,0.003172209878501139,0.006153300404548646,0.8771929824561403
66,0.3,AV,1.0,114,65.64441324574253,0.0,0.0,0.0,0.0
66,0.3,TV,-1.0,77,89.49232585596222,0.03485935065266374,0.04098388910680622,0.0990124583244324,0.0
66,0.3,TV,-0.5,77,89.49232585596222,0.02631574356323713,0.02990019485934988,0.06992599964141846,0.0
66,0.3,TV,0.0,77,89.49232585596222,0.017377811689655503,0.0192156286015139,0.04161067008972168,0.0
66,0.3,TV,0.5,77,89.49232585596222,0.008519902438312382,0.009195422003795575,0.01860008239746094,0.0
66,0.3,TV,1.0,77,89.49232585596222,0.0,0.0,0.0,0.0
66,0.4,ALL,-1.0,287,82.28089294782949,0.011503273835373256,0.019325568285553298,0.06411342620849614,0.34843205574912894
66,0.4,ALL,-0.5,287,82.28089294782949,0.00893061495149177,0.01462427229468,0.0486201286315918,0.34843205574912894
66,0.4,ALL,0.0,287,82.28089294782949,0.006054136058387025,0.009913233877889786,0.03189078569412232,0.34843205574912894
66,0.4,ALL,0.5,287,81.92402651143705,0.003044487473649015,0.005071234074826856,0.015015196800231952,0.0
66,0.4,ALL,1.0,287,81.92402651143705,0.0,0.0,0.0,0.0
66,0.4,AT,-1.0,97,85.56701030927834,-0.003264598932462869,0.00429844149609202,0.009576892852783203,0.0
66,0.4,AT,-0.5,97,85.56701030927834,-0.0015082797899688642,0.0029717621575925768,0.007111239433288579,0.0
