seed,rate,pattern,component,n,mean,mean_abs,p90_abs
68,0.2,AT,evenhalf,79,0.00039674753110997287,0.0005766809387486192,0.0013111829757690434
68,0.2,AV,odd1,86,0.010898419287662173,0.013838250926414202,0.026384934782981873
68,0.2,AV,even1,86,0.0010888244047067887,0.004229441155181374,0.008052922785282135
68,0.2,AV,oddhalf,86,0.005335191914508509,0.00687767552255198,0.0134686678647995
68,0.2,AV,evenhalf,86,0.00027847519620906476,0.001063119230228801,0.002085275948047638
68,0.2,TV,odd1,94,-0.021746920857657778,0.023370188046643075,0.042482387274503715
68,0.2,TV,even1,94,0.0013612387503715271,0.0036483190636685554,0.008205780386924745
68,0.2,TV,oddhalf,94,-0.010940831441907807,0.011786206813648026,0.02095739170908928
68,0.2,TV,evenhalf,94,0.00035120900522204155,0.0009293656578247851,0.002081665396690369
68,0.3,ALL,odd1,282,-0.011614143815393566,0.02417780112818623,0.05044263601303102
68,0.3,ALL,even1,282,0.0011268870125636986,0.0032619629583671584,0.0068537831306457525
68,0.3,ALL,oddhalf,282,-0.005888810662011094,0.012167865327883063,0.025564484857022767
68,0.3,ALL,evenhalf,282,0.0002959770718523374,0.0008325351646553118,0.0017565876245498658
68,0.3,AT,odd1,93,-0.02507585269068518,0.029191352166636014,0.06269567012786864
68,0.3,AT,even1,93,0.0014095740613117012,0.0025665715777425354,0.005960357189178466
68,0.3,AT,oddhalf,93,-0.012662808541008222,0.01472582271502864,0.031658148765563957
68,0.3,AT,evenhalf,93,0.0003582694197213778,0.0006524513886179976,0.0014978766441345213
68,0.3,AV,odd1,92,0.016558745035739696,0.0174398060746329,0.034023781120777134
68,0.3,AV,even1,92,0.0001996068749576807,0.0036994195441998863,0.006800234317779541
68,0.3,AV,oddhalf,92,0.008251547580584884,0.008727865546698804,0.01718694232404232
68,0.3,AV,evenhalf,92,6.0846836751569874e-05,0.0009371971650777951,0.0017163470387458802
68,0.3,TV,odd1,97,-0.025428235041188824,0.025761670183351973,0.04339569807052613
68,0.3,TV,even1,97,0.0017353393540708061,0.0035137711284854976,0.008036422729492195
68,0.3,TV,oddhalf,97,-0.012805626698836838,0.012978070924423405,0.021723932027816778
68,0.3,TV,evenhalf,97,0.000459263600485841,0.000905925753651206,0.0020412802696228045
68,0.4,ALL,odd1,285,-0.012697511819893854,0.02176040175060431,0.04403707981109619
68,0.4,ALL,even1,285,0.0018142759407821455,0.0034399347412481644,0.007335856556892394
68,0.4,ALL,oddhalf,285,-0.006442000932599369,0.010931181626623137,0.0224088653922081
68,0.4,ALL,evenhalf,285,0.00046008476954803135,0.0008688232093526605,0.0018386691808700562
68,0.4,AT,odd1,92,-0.021427349835310295,0.02789243565791327,0.06178370118141175
68,0.4,AT,even1,92,0.0017911431015185688,0.0024649715051054955,0.00596321076154709
68,0.4,AT,oddhalf,92,-0.010824856257228099,0.014067658294073266,0.03125594258308411
68,0.4,AT,evenhalf,92,0.0004566381989127916,0.000626495725515744,0.0015062764286994934
68,0.4,AV,odd1,89,0.010082590121650295,0.011856607266105292,0.02477878332138062
68,0.4,AV,even1,89,0.0013285378161608504,0.003908296869125929,0.0074554204940795905
68,0.4,AV,oddhalf,89,0.004942480495639062,0.005874656454733248,0.012215422838926316
68,0.4,AV,evenhalf,89,0.00033923960552456676,0.000985582997457365,0.001885563135147095
68,0.4,TV,odd1,104,-0.02446947312161613,0.024811272804911893,0.04171426333487034
68,0.4,TV,even1,104,0.0022504193475469947,0.003901592321478977,0.009135526418685914
68,0.4,TV,oddhalf,104,-0.012307348598439533,0.012483824769823024,0.02101358324289322
68,0.4,TV,evenhalf,104,0.0005665492320146698,0.0009832703956187917,0.002182935178279877
68,0.5,ALL,odd1,257,-0.010359306649417265,0.01985134604724001,0.042739868164062514
