seed,rate,pattern,component,n,mean,mean_abs,p90_abs
68,0.5,ALL,even1,257,0.0011871220029397698,0.0029711767175898012,0.006370663642883301
68,0.5,ALL,oddhalf,257,-0.005243508935206595,0.009977564715747704,0.021448361873626715
68,0.5,ALL,evenhalf,257,0.00029996843421505585,0.0007494403781362081,0.0016215443611145024
68,0.5,AT,odd1,88,-0.019491229333322157,0.025988748847422274,0.05209243595600128
68,0.5,AT,even1,88,0.0019892965951426463,0.002629948483610695,0.0060070216655731205
68,0.5,AT,oddhalf,88,-0.00981065279550173,0.01307424720884724,0.026256993412971497
68,0.5,AT,evenhalf,88,0.0005047757771204818,0.0006665750406682491,0.0015206187963485718
68,0.5,AV,odd1,83,0.010016194320317492,0.011303215063210711,0.02932792678475379
68,0.5,AV,even1,83,0.0004409720268414681,0.0029558416074478484,0.005901902914047241
68,0.5,AV,oddhalf,83,0.0049548839073044705,0.005642644309225571,0.014738833718001838
68,0.5,AV,evenhalf,83,0.00011875685753233461,0.0007484669808343232,0.0014758884906768798
68,0.5,TV,odd1,86,-0.02067974135063069,0.02182115331768643,0.03995350003242493
68,0.5,TV,even1,86,0.0010864136762223965,0.00333514065633333,0.007209479808807373
68,0.5,TV,oddhalf,86,-0.010412787379653649,0.010992568603521862,0.020203620195388794
68,0.5,TV,evenhalf,86,0.00026528837245910666,0.0008351722580575665,0.001876145601272583
68,0.6,ALL,odd1,178,-0.013713814668734087,0.021457285008110692,0.04316253662109377
68,0.6,ALL,even1,178,0.0016604378202072021,0.0029174030256154163,0.0061036616563797
68,0.6,ALL,oddhalf,178,-0.006911962287856287,0.010796673067458224,0.021715492010116588
68,0.6,ALL,evenhalf,178,0.00042953007864985574,0.0007456875761991806,0.0015631496906280517
68,0.6,AT,odd1,70,-0.018019063504678863,0.025317314001066345,0.050900455191731454
68,0.6,AT,even1,70,0.0017244108553443637,0.0023637570972953525,0.005162563920021058
68,0.6,AT,oddhalf,70,-0.009067872911691666,0.012738036790064402,0.025712800770998002
68,0.6,AT,evenhalf,70,0.0004381561917918069,0.0006003827920981816,0.001319858431816101
68,0.6,AV,odd1,44,0.007253697671165521,0.012091951465911487,0.02870436534285546
68,0.6,AV,even1,44,0.0006519541864029386,0.0032301355703649197,0.005955189466476441
68,0.6,AV,oddhalf,44,0.0035823933060534978,0.0061047082893889056,0.014447364211082461
68,0.6,AV,evenhalf,44,0.00018134173429147765,0.0008266093421050093,0.0015208825469017028
68,0.6,TV,odd1,64,-0.02342011348810047,0.0236740451073274,0.038935670256614686
68,0.6,TV,even1,64,0.0022837998112663627,0.0033079496352002025,0.0072679162025451665
68,0.6,TV,oddhalf,64,-0.011768804513849318,0.011899032280780375,0.01969822645187378
68,0.6,TV,evenhalf,64,0.0005907247541472316,0.0008489809697493911,0.0018755555152893068
68,0.7,ALL,odd1,131,-0.010266584109600263,0.02032020996601982,0.04098844528198242
68,0.7,ALL,even1,131,0.0010557530575808678,0.0023292625138095317,0.004938900470733643
68,0.7,ALL,oddhalf,131,-0.005199014493584178,0.0102203952518242,0.020792067050933838
68,0.7,ALL,evenhalf,131,0.0002681067895912032,0.0005883969835766399,0.0012372136116027832
68,0.7,AT,odd1,44,-0.018164668105203997,0.024444257205521517,0.05895877406001091
68,0.7,AT,even1,44,0.0009044803763655099,0.001503150359812108,0.003595036268234254
68,0.7,AT,oddhalf,44,-0.009174698752097109,0.012329273560846394,0.02989352345466614
68,0.7,AT,evenhalf,44,0.0002311152744699608,0.00038247424262491137,0.0009240955114364626
68,0.7,AV,odd1,45,0.009732786938548088,0.013283313107159403,0.02626243531703949
68,0.7,AV,even1,45,0.0009026630885071225,0.002695829090144899,0.004911774396896362
68,0.7,AV,oddhalf,45,0.004817581632071071,0.006661873186628023,0.013176119327545166
68,0.7,AV,evenhalf,45,0.00023876002265347374,0.0006882154693206151,0.0012455955147743225
68,0.7,TV,odd1,42,-0.023420298427698157,0.023539311873416107,0.039410040527582166
68,0.7,TV,even1,42,0.001378254166671208,0.0028019634385903678,0.006768774986267089
68,0.7,TV,oddhalf,42,-0.011766079214534588,0.011823796378892092,0.019541676342487335
68,0.7,TV,evenhalf,42,0.00033830277000864345,0.000697177191752763,0.0016965389251708983
69,0.0,ALL,odd1,0,,,
69,0.0,ALL,even1,0,,,
69,0.0,ALL,oddhalf,0,,,
69,0.0,ALL,evenhalf,0,,,
69,0.0,AT,odd1,0,,,
69,0.0,AT,even1,0,,,
69,0.0,AT,oddhalf,0,,,
69,0.0,AT,evenhalf,0,,,
69,0.0,AV,odd1,0,,,
69,0.0,AV,even1,0,,,
69,0.0,AV,oddhalf,0,,,
69,0.0,AV,evenhalf,0,,,
69,0.0,TV,odd1,0,,,
69,0.0,TV,even1,0,,,
69,0.0,TV,oddhalf,0,,,
69,0.0,TV,evenhalf,0,,,
69,0.1,ALL,odd1,153,-0.020391264181657164,0.024573398005290358,0.07308191061019899
69,0.1,ALL,even1,153,0.0006017485036959056,0.005326184973705048,0.012286889553070073
69,0.1,ALL,oddhalf,153,-0.01038991866231549,0.012480040324328381,0.03728890419006348
69,0.1,ALL,evenhalf,153,0.00019371950864986658,0.0013903064190659647,0.0031826972961425796
69,0.1,AT,odd1,48,-0.011977284603441754,0.0178279768054684,0.03823215439915657
69,0.1,AT,even1,48,0.00012337447454531988,0.004931712600712975,0.012761163711547863
69,0.1,AT,oddhalf,48,-0.006075236131437123,0.009012460592202842,0.01975395679473877
69,0.1,AT,evenhalf,48,4.713706827412049e-05,0.0012605546896035473,0.003279930353164676
69,0.1,AV,odd1,56,-0.0005537493686590876,0.006749911233782768,0.01378275454044342
69,0.1,AV,even1,56,-0.0001879587403631636,0.0029894056829756926,0.005833610892295837
69,0.1,AV,oddhalf,56,-0.00029465324977146726,0.0033839493158406447,0.006911367177963257
69,0.1,AV,evenhalf,56,-4.322688827025039e-05,0.0007562015837590609,0.001471683382987976
69,0.1,TV,odd1,49,-0.051304975391498635,0.05155085671541034,0.08317846059799194
69,0.1,TV,even1,49,0.00197288236219664,0.00838321179379614,0.01992117166519165
69,0.1,TV,oddhalf,49,-0.026153992633430326,0.02627238570427408,0.042852294445037846
69,0.1,TV,evenhalf,49,0.0006081063528450168,0.0022421013944003048,0.005357694625854493
69,0.2,ALL,odd1,250,-0.018683248441666366,0.023135114189237357,0.06774196922779083
69,0.2,ALL,even1,250,0.001437370352447033,0.006010921709239483,0.013667922466993328
69,0.2,ALL,oddhalf,250,-0.009449363706633448,0.011675853418186307,0.03390707522630691
69,0.2,ALL,evenhalf,250,0.0004047552812844515,0.001564177731052041,0.0035300821065902704
69,0.2,AT,odd1,90,-0.011719010822061036,0.0174558839139839,0.03321258723735809
69,0.2,AT,even1,90,0.0007089289422664378,0.005110944093515476,0.011346432566642762
69,0.2,AT,oddhalf,90,-0.005916267291953167,0.008817492704838514,0.016881102323532106
69,0.2,AT,evenhalf,90,0.00019015536333123843,0.0013035621390574507,0.0029283016920089726
69,0.2,AV,odd1,83,0.0011706143752279051,0.005488960162164217,0.01036567687988281
69,0.2,AV,even1,83,0.0007561139919492135,0.0031977523320231094,0.0062665104866027836
69,0.2,AV,oddhalf,83,0.0005660066549408149,0.0027372195744460605,0.005197966098785399
69,0.2,AV,evenhalf,83,0.00019701981513076518,0.0008108636353120029,0.0015974849462509154
69,0.2,TV,odd1,77,-0.04822418350097421,0.048794354566118935,0.07880724668502807
69,0.2,TV,even1,77,0.0030231366490388848,0.010095220978383893,0.026632297039031985
69,0.2,TV,oddhalf,77,-0.02437474574990474,0.024651945278338798,0.0403822660446167
69,0.2,TV,evenhalf,77,0.0008795089995512715,0.0026808072534667982,0.007167327404022217
69,0.3,ALL,odd1,288,-0.021611627146032535,0.02561841358611774,0.07261530756950378
69,0.3,ALL,even1,288,0.0013515463959063506,0.005533299560839724,0.012354233860969547
69,0.3,ALL,oddhalf,288,-0.010987462002150197,0.012979188127145689,0.036845679581165316
69,0.3,ALL,evenhalf,288,0.0003793160447255812,0.0014395658234004965,0.0034046560525894166
69,0.3,AT,odd1,101,-0.016735928280666324,0.019263506913096598,0.03366798162460327
69,0.3,AT,even1,101,0.0006603869415893413,0.0041269493925541936,0.009921550750732422
69,0.3,AT,oddhalf,101,-0.00844077717531288,0.009714417044294647,0.016992956399917603
69,0.3,AT,evenhalf,101,0.00017889098052193623,0.001051700614060801,0.002603888511657715
69,0.3,AV,odd1,91,0.0017246115379608595,0.006111758361969676,0.009875267744064331
69,0.3,AV,even1,91,0.0008335827675822017,0.0032433692447759294,0.005421251058578491
69,0.3,AV,oddhalf,91,0.0008442134002817201,0.00305529072328092,0.0049638450145721436
69,0.3,AV,evenhalf,91,0.0002172620977264839,0.0008223054081119679,0.0013779103755950928
69,0.3,TV,odd1,96,-0.04886207824650531,0.05079498857958242,0.08019217848777771
69,0.3,TV,even1,96,0.002569690094484637,0.009183560245825598,0.02279636263847351
69,0.3,TV,oddhalf,96,-0.02488222897227388,0.025821027117975365,0.04152194410562515
69,0.3,TV,evenhalf,96,0.0007437935516160602,0.0024327437810522192,0.0061082541942596436
69,0.4,ALL,odd1,273,-0.021191350088860743,0.025095703615892282,0.07135606408119202
69,0.4,ALL,even1,273,0.0016120082473607509,0.005432529475594506,0.01260826587677002
69,0.4,ALL,oddhalf,273,-0.010772132594479528,0.012727162302659327,0.03611974716186524
69,0.4,ALL,evenhalf,273,0.0004484269225581007,0.001413185618503954,0.0033563494682312014
69,0.4,AT,odd1,85,-0.013311791025540408,0.016708656619576847,0.03757001161575321
69,0.4,AT,even1,85,0.0018274607027278227,0.004793753957047182,0.012190079689025881
69,0.4,AT,oddhalf,85,-0.006718170982511605,0.008440326691112098,0.01936849355697634
69,0.4,AT,evenhalf,85,0.00048096014515442006,0.0012229684849872308,0.0031311035156250007
69,0.4,AV,odd1,96,-0.000215112668229267,0.006142475302719201,0.010648146271705627
69,0.4,AV,even1,96,3.419069495672981e-05,0.002961817488539964,0.005347147583961487
69,0.4,AV,oddhalf,96,-0.00013260719909643134,0.0030821112256186702,0.005371525883674622
69,0.4,AV,evenhalf,96,1.4635743961359063e-05,0.0007486518879886717,0.0013527721166610718
69,0.4,TV,odd1,92,-0.05035962522758738,0.05262188745014693,0.0808534860610962
69,0.4,TV,even1,92,0.0030593672291497173,0.00860083675639623,0.021025341749191295
69,0.4,TV,oddhalf,92,-0.025619754061588774,0.02675222676328343,0.04148770868778229
69,0.4,TV,evenhalf,92,0.0008710207184776664,0.0022823562106603513,0.005631911754608157
69,0.5,ALL,odd1,220,-0.021440886583348567,0.025080095134167507,0.06783778071403503
69,0.5,ALL,even1,220,0.0017165304415605286,0.005219310539012606,0.013598296046257018
69,0.5,ALL,oddhalf,220,-0.010863557758487083,0.012670855012468316,0.03468004148453474
69,0.5,ALL,evenhalf,220,0.000471804528073831,0.0013618392234837468,0.0034689098596572873
69,0.5,AT,odd1,63,-0.012089145103735583,0.01575688427935044,0.03261716961860657
69,0.5,AT,even1,63,-5.8338060856811584e-05,0.0032605623589858175,0.008430659770965581
69,0.5,AT,oddhalf,63,-0.006093284056063682,0.007946097513749487,0.016758151352405548
69,0.5,AT,evenhalf,63,-7.810721558237833e-06,0.0008297782864362474,0.0021529734134674086
69,0.5,AV,odd1,74,0.0012741065080705528,0.005377890126830018,0.00956239700317383
69,0.5,AV,even1,74,0.0009604500153580228,0.0031342481237811013,0.005797608196735382
69,0.5,AV,oddhalf,74,0.000615072254141843,0.00267959974479635,0.00478765517473221
69,0.5,AV,evenhalf,74,0.0002471486018416849,0.0007935503711672248,0.001475583016872406
69,0.5,TV,odd1,83,-0.04879111793251282,0.049722570488341604,0.07794514894485474
69,0.5,TV,even1,83,0.003737815588443394,0.008565042515745363,0.021179616451263428
69,0.5,TV,oddhalf,83,-0.024718327206525816,0.025164982870625085,0.039666485786437986
69,0.5,TV,evenhalf,83,0.0010361454831099655,0.0022723598753562175,0.005725562572479248
69,0.6,ALL,odd1,163,-0.0212881003015109,0.02377736496744803,0.06227339506149293
69,0.6,ALL,even1,163,0.0018457649647046818,0.0052385300403586564,0.011552667617797857
69,0.6,ALL,oddhalf,163,-0.01076390332273819,0.011997189267075683,0.030859053134918213
69,0.6,ALL,evenhalf,163,0.0005110746015297489,0.0013681460554751516,0.0030964255332946796
69,0.6,AT,odd1,63,-0.01576974657585933,0.01767875373156534,0.03794817924499512
69,0.6,AT,even1,63,0.000824407356539889,0.0033963685190039022,0.008395195007324222
69,0.6,AT,oddhalf,63,-0.007969076220419199,0.008921818386408546,0.01938021183013916
69,0.6,AT,evenhalf,63,0.00022146452425254716,0.0008674759698647355,0.0021830439567565928
69,0.6,AV,odd1,46,0.0011511518741431444,0.004617665205960689,0.008860006928443909
69,0.6,AV,even1,46,-0.0003230911072181619,0.0034837308947158895,0.006010986864566803
69,0.6,AV,oddhalf,46,0.0005571617866339891,0.0022983983483003535,0.004444912075996399
69,0.6,AV,evenhalf,46,-7.491089079691017e-05,0.0008809066013149593,0.0015051886439323425
69,0.6,TV,odd1,54,-0.04684109816810599,0.047213637132059644,0.07570975422859193
69,0.6,TV,even1,54,0.004884892902164547,0.00888254738378304,0.020581561326980594
69,0.6,TV,oddhalf,54,-0.023668405220464424,0.023847054966070032,0.037957137823104864
69,0.6,TV,evenhalf,54,0.0013481258518166011,0.0023673169866756157,0.005679810047149659
69,0.7,ALL,odd1,140,-0.02154744370075475,0.02522992639902181,0.06761224865913391
69,0.7,ALL,even1,140,0.001356419117655605,0.004511488047761044,0.010415780544281007
69,0.7,ALL,oddhalf,140,-0.01094801001516836,0.012808005046099424,0.03456915020942688
69,0.7,ALL,evenhalf,140,0.0003736051797334637,0.0011733771235282933,0.0027499854564666747
69,0.7,AT,odd1,43,-0.00863720850239313,0.013893192514863819,0.03415868580341342
69,0.7,AT,even1,43,0.0007958091730468495,0.0032585652999926446,0.006724107265472414
69,0.7,AT,oddhalf,43,-0.004340638948041339,0.0070207992265390795,0.01736962497234346
69,0.7,AT,evenhalf,43,0.0002095691513183505,0.0008289024753626003,0.0017236292362213142
69,0.7,AV,odd1,45,-8.13291666822301e-05,0.006227240344095561,0.011081960797309876
69,0.7,AV,even1,45,0.00015348160328964393,0.002360187910704149,0.004685521125793458
69,0.7,AV,oddhalf,45,-4.5858530534638296e-05,0.003126166140039762,0.005580288171768188
69,0.7,AV,evenhalf,45,4.235338419675827e-05,0.0005962280970480707,0.001177877187728882
69,0.7,TV,odd1,52,-0.050799660384655,0.051049165427684784,0.0715963065624237
69,0.7,TV,even1,52,0.0028610040362064657,0.0074092608231764575,0.019077533483505247
69,0.7,TV,oddhalf,52,-0.02584635179776412,0.025972093527133647,0.03651862144470215
69,0.7,TV,evenhalf,52,0.0007959105647527254,0.001957687047811655,0.005125027894973755
70,0.0,ALL,odd1,0,,,
70,0.0,ALL,even1,0,,,
70,0.0,ALL,oddhalf,0,,,
70,0.0,ALL,evenhalf,0,,,
70,0.0,AT,odd1,0,,,
70,0.0,AT,even1,0,,,
70,0.0,AT,oddhalf,0,,,
70,0.0,AT,evenhalf,0,,,
70,0.0,AV,odd1,0,,,
70,0.0,AV,even1,0,,,
70,0.0,AV,oddhalf,0,,,
70,0.0,AV,evenhalf,0,,,
70,0.0,TV,odd1,0,,,
70,0.0,TV,even1,0,,,
70,0.0,TV,oddhalf,0,,,
70,0.0,TV,evenhalf,0,,,
70,0.1,ALL,odd1,171,0.004919939990324235,0.025520902655321604,0.05111485719680786
70,0.1,ALL,even1,171,0.005283165543356486,0.00556011486537101,0.01310276985168457
70,0.1,ALL,oddhalf,171,0.002730950315575502,0.012889649473914975,0.025685638189315796
70,0.1,ALL,evenhalf,171,0.0013479244410555963,0.0014180892163462807,0.0033071041107177734
70,0.1,AT,odd1,54,0.01681173917044092,0.025449662089899735,0.04021164178848267
70,0.1,AT,even1,54,0.0067453233318196405,0.007194625351715971,0.014998489618301391
70,0.1,AT,oddhalf,54,0.008780196171115947,0.013116468433980588,0.020882350206375123
70,0.1,AT,evenhalf,54,0.0017080025540457831,0.001820472103578073,0.003762209415435791
70,0.1,AV,odd1,54,0.023917782655054773,0.02997694166239213,0.055292809009552
70,0.1,AV,even1,54,0.0046036178418607625,0.004828988522705104,0.012701916694641114
70,0.1,AV,oddhalf,54,0.012183930638625665,0.015271640813874977,0.028082633018493654
70,0.1,AV,evenhalf,54,0.001162160929568388,0.0012242822149009615,0.003215110301971436
70,0.1,TV,odd1,63,-0.02155689587668767,0.021762503991051327,0.049113237857818605
70,0.1,TV,even1,63,0.004612356897384402,0.00478578559936039,0.00988283157348633
70,0.1,TV,oddhalf,63,-0.010556672123216447,0.010653526359607302,0.023844265937805177
70,0.1,TV,evenhalf,63,0.0011985119254816147,0.0012393098856721605,0.0025082349777221682
70,0.2,ALL,odd1,241,0.005068492140481828,0.02915713866144666,0.05347323417663574
70,0.2,ALL,even1,241,0.00551799446328918,0.005848697943156933,0.012664616107940674
70,0.2,ALL,oddhalf,241,0.0028119618227682172,0.014731253242251536,0.027202606201171875
70,0.2,ALL,evenhalf,241,0.0014065192795949854,0.0014907394678822692,0.003222823143005371
70,0.2,AT,odd1,80,0.008103735698387026,0.02772352737374604,0.04348533153533936
70,0.2,AT,even1,80,0.006139913527294994,0.006628603814169765,0.016309088468551638
70,0.2,AT,oddhalf,80,0.004309351718984544,0.014203772344626487,0.02205442786216736
70,0.2,AT,evenhalf,80,0.0015614592703059316,0.0016815201146528126,0.004180818796157837
70,0.2,AV,odd1,90,0.02659612141756548,0.03285191478207707,0.057609713077545165
70,0.2,AV,even1,90,0.005015627387911082,0.005290045433988174,0.01183018684387207
70,0.2,AV,oddhalf,90,0.013583625842713647,0.01676026325051983,0.02932668775320053
70,0.2,AV,evenhalf,90,0.0012692628531820243,0.0013460265576011605,0.0029841959476470947
70,0.2,TV,odd1,71,-0.0256400447548695,0.026088956297493318,0.04975253343582153
70,0.2,TV,even1,71,0.005454043923339373,0.005678081832511324,0.011007845401763916
70,0.2,TV,oddhalf,71,-0.012529460057406358,0.012753613398108684,0.024012207984924316
70,0.2,TV,evenhalf,71,0.0014059260277680947,0.001459214259201372,0.0029164552688598633
70,0.3,ALL,odd1,286,0.0043450209045118385,0.024802812537946903,0.051678210496902466
70,0.3,ALL,even1,286,0.005273270147194812,0.0055332413151651825,0.013321846723556519
70,0.3,ALL,oddhalf,286,0.002420916293676083,0.012544889914822745,0.026416398584842682
70,0.3,ALL,evenhalf,286,0.0013477539422211947,0.0014132687470296047,0.0033681094646453857
70,0.3,AT,odd1,82,0.00990513067056493,0.026430241172996964,0.0475486993789673
70,0.3,AT,even1,82,0.006953552138151192,0.007239231067459758,0.01629692316055298
70,0.3,AT,oddhalf,82,0.0052878269244258,0.013632832458469926,0.02408364415168763
70,0.3,AT,evenhalf,82,0.0017657707922342347,0.0018376329141419109,0.004097920656204224
70,0.3,AV,odd1,93,0.026945217642732847,0.03009776755045819,0.05818178821355104
70,0.3,AV,even1,93,0.005390446452844528,0.005727657086906895,0.013216733932495114
70,0.3,AV,oddhalf,93,0.013735487175885068,0.015336271976270983,0.02961270548403263
70,0.3,AV,evenhalf,93,0.0013658274966542438,0.0014547596295033732,0.003361204266548156
70,0.3,TV,odd1,111,-0.01869774754117201,0.01916425430157163,0.03914684057235718
70,0.3,TV,even1,111,0.003933806005898897,0.004110071707416225,0.008117496967315674
70,0.3,TV,oddhalf,111,-0.009176757253773577,0.009402459101365493,0.01908266544342041
70,0.3,TV,evenhalf,111,0.0010238059939027906,0.001065011866189338,0.002233147621154785
70,0.4,ALL,odd1,298,0.0072747876292607126,0.02515216232996259,0.049480009078979495
70,0.4,ALL,even1,298,0.004873115050562676,0.005083878205826619,0.011734437942504885
70,0.4,ALL,oddhalf,298,0.0038885892643874525,0.012761296757540647,0.024964559078216556
70,0.4,ALL,evenhalf,298,0.0012444820561314989,0.0013004795948180976,0.0030241787433624274
70,0.4,AT,odd1,104,0.009631221925911423,0.02521415073603678,0.04303620085120201
70,0.4,AT,even1,104,0.006075800817388182,0.006220444956292899,0.0154804527759552
70,0.4,AT,oddhalf,104,0.005120504826593857,0.012959871548586167,0.022353010624647143
70,0.4,AT,evenhalf,104,0.0015422692164205587,0.0015798786010306615,0.0038833737373352053
70,0.4,AV,odd1,104,0.02693985086471702,0.030760432083088044,0.05678222179412842
70,0.4,AV,even1,104,0.004346506983543245,0.004720819657310271,0.01058223843574524
70,0.4,AV,oddhalf,104,0.013751437502483336,0.015688823795734115,0.028883739560842513
70,0.4,AV,evenhalf,104,0.0010956366850922888,0.0011981907032000332,0.0026778399944305423
70,0.4,TV,odd1,90,-0.018172276185618508,0.01859986401266522,0.044318819046020516
70,0.4,TV,even1,90,0.004091869708564546,0.0041900465057955845,0.009658843278884888
70,0.4,TV,oddhalf,90,-0.008932026682628526,0.009148912421531147,0.02163058519363404
70,0.4,TV,evenhalf,90,0.0010723715441094506,0.0010958190179533429,0.002567422389984133
70,0.5,ALL,odd1,247,0.004146715418741047,0.024157784332479785,0.047319674491882326
70,0.5,ALL,even1,247,0.00447749935829567,0.004904665546831091,0.011890661716461182
70,0.5,ALL,oddhalf,247,0.0022877113486410154,0.012225020650457516,0.0238694429397583
70,0.5,ALL,evenhalf,247,0.0011444248387265784,0.0012556247842999606,0.00300520658493042
70,0.5,AT,odd1,85,0.009739626516752383,0.024457298317814576,0.04163320064544678
70,0.5,AT,even1,85,0.0056047468391411445,0.006365569275529946,0.013903439044952393
70,0.5,AT,oddhalf,85,0.005150478037402911,0.012590775255332975,0.02129297256469727
70,0.5,AT,evenhalf,85,0.0014184281996944372,0.0016128844965030166,0.003488922119140625
70,0.5,AV,odd1,81,0.02207014870680409,0.027872446188588203,0.0512644499540329
70,0.5,AV,even1,81,0.003999705920800751,0.004329855588299257,0.010174676775932312
70,0.5,AV,oddhalf,81,0.011246129364511113,0.014167963216702143,0.026104271411895752
70,0.5,AV,evenhalf,81,0.0010048106634690437,0.0011018584309904665,0.0025708377361297607
70,0.5,TV,odd1,81,-0.019645822107975865,0.02012881767694597,0.04679328203201294
70,0.5,TV,even1,81,0.003772378772681142,0.003946428382654249,0.008434474468231201
70,0.5,TV,oddhalf,81,-0.009674844550497738,0.009898261523541108,0.022771358489990234
70,0.5,TV,evenhalf,81,0.0009965046228450022,0.001034488970482791,0.0021720528602600098
70,0.6,ALL,odd1,209,0.0035999403000947392,0.023070773381615086,0.04748924970626832
70,0.6,ALL,even1,209,0.0038638127807296063,0.004346792354431164,0.00944395661354065
70,0.6,ALL,oddhalf,209,0.001998023842973857,0.011643089019831573,0.024090659618377686
70,0.6,ALL,evenhalf,209,0.0009923601594339147,0.0011129622441230778,0.002427840232849121
70,0.6,AT,odd1,75,0.006003808677196503,0.02247776379187902,0.04497228860855104
70,0.6,AT,even1,75,0.003721837103366852,0.004719140628973643,0.01179122924804688
70,0.6,AT,oddhalf,75,0.0031696197390556334,0.011479976872603099,0.02333699464797974
70,0.6,AT,evenhalf,75,0.0009564559658368428,0.0012033374110857647,0.003075230121612552
70,0.6,AV,odd1,73,0.021603593998269676,0.025093668038408234,0.05287690758705139
70,0.6,AV,even1,73,0.003975207917392254,0.004188935272395611,0.009450805187225342
70,0.6,AV,oddhalf,73,0.011026764556459368,0.01278370862495001,0.026775896549224854
70,0.6,AV,evenhalf,73,0.0010063884371559913,0.001064818135577522,0.002413645386695862
70,0.6,TV,odd1,61,-0.020900991638420057,0.021379042386275825,0.041229188442230225
70,0.6,TV,even1,61,0.0039050641057432676,0.004077898033085416,0.007705330848693848
70,0.6,TV,oddhalf,61,-0.010247349342117544,0.010478632952101895,0.02019423246383667
70,0.6,TV,evenhalf,61,0.0010197167208448785,0.0010594603162808497,0.002017080783843994
70,0.7,ALL,odd1,125,0.0034921862930059433,0.01993858401477337,0.03841934204101564
70,0.7,ALL,even1,125,0.004106949463486671,0.004249506250023842,0.010395932197570805
70,0.7,ALL,oddhalf,125,0.0019412993490695953,0.01008459222316742,0.019752754271030425
70,0.7,ALL,evenhalf,125,0.0010490652471780778,0.001084529474377632,0.0027178883552551295
70,0.7,AT,odd1,52,0.00855638487980916,0.01833102680169619,0.03325878977775574
70,0.7,AT,even1,52,0.0051744459913327144,0.005257596763280721,0.013459879159927367
70,0.7,AT,oddhalf,52,0.00450955331325531,0.009421075192781595,0.01704123020172119
70,0.7,AT,evenhalf,52,0.0013108734901134784,0.0013301785175616925,0.003427475690841675
70,0.7,AV,odd1,32,0.020716244529467076,0.026490029355045408,0.04584763161838055
70,0.7,AV,even1,32,0.0030794002232141793,0.0034813613747246563,0.007153600454330444
70,0.7,AV,oddhalf,32,0.010556239983998239,0.013463921612128615,0.0233691718429327
70,0.7,AV,evenhalf,32,0.0007759424042887986,0.0008802018710412085,0.001809542253613472
70,0.7,TV,odd1,41,-0.016373867123592192,0.016864113873097955,0.031933724880218506
70,0.7,TV,even1,41,0.003555041079114123,0.003570480135882773,0.007488727569580078
70,0.7,TV,oddhalf,41,-0.00803985446691513,0.008288600641052897,0.015736103057861328
70,0.7,TV,evenhalf,41,0.0009301848164418848,0.0009324497929433497,0.0019069910049438477
