dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
CMUMOSI,0.3,audio,153,1.2745098039215685,1.0,2.0
CMUMOSI,0.3,text,195,1.405128205128205,1.0,2.0
CMUMOSI,0.3,visual,185,1.281081081081081,1.0,2.0
