dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
CMUMOSI,0.3,audio,164,11,0.06707317073170732
CMUMOSI,0.3,text,211,16,0.07582938388625593
CMUMOSI,0.3,visual,196,11,0.05612244897959184
