rate,H4_mean,H4_std,KV64_mean,KV64_std,delta,positive_seed_count
0.0,0.8749975732744025,0.0024885848390675115,0.8735074994867084,0.002570958643498556,-0.0014900737876941683,2
0.1,0.850062207653682,0.009414521115777785,0.8508394116742781,0.007270061886251557,0.0007772040205961117,2
0.2,0.8290302376360645,0.008578443026398389,0.8253139308617882,0.012492216326844824,-0.003716306774276368,1
0.3,0.8153110436838789,0.00342309473747387,0.8098304279488442,0.004530647939753225,-0.005480615735034666,0
0.4,0.7945241862463068,0.016875431433016674,0.7890409335067433,0.020635147212558397,-0.0054832527395635156,2
0.5,0.771162633148301,0.010125948664226763,0.7682955367896079,0.014464076416273359,-0.0028670963586930887,1
0.6,0.7623527555610932,0.0058766611360957,0.7618092063169923,0.006328878463413659,-0.0005435492441008272,4
0.7,0.7548459086913071,0.024412073137343802,0.7511567090836252,0.019535776696394006,-0.003689199607681881,1
