dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
CMUMOSI,0.7,audio,371,2.261455525606469,2.0,4.0
CMUMOSI,0.7,text,349,2.2148997134670485,2.0,4.0
CMUMOSI,0.7,visual,357,2.19327731092437,2.0,4.0
